Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2020,DC,,20015,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                ",20852, -77.121931,39.051991
2020,IL,,60045,,Lake Forest High School                                     ,"Lake Forest, IL 60045-1371                   ",60045, -87.864777,42.235997
2020,AZ,,85323,,La Joya Community High School                               ,"Avondale, AZ 85232                           ",85232,,
2020,VA,ALBEMARLE,22911,,Albemarle High School                                       ,"Charlottesville, VA 22901-8916               ",22901, -78.552744,38.087705
2020,NJ,,7830,,Seton Hall Preparatory School                               ,"West Orange, NJ 07052-4716                   ",07052, -74.265059,40.785753
2020,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2020,MD,,21771,,South Carroll High School                                   ,"Sykesville, MD 21784-9329                    ",21784, -76.973736,39.401084
2020,NC,,27615,,Ravenscroft School                                          ,"Raleigh, NC 27615-5374                       ",27615, -78.635485,35.898500
2020,PA,,19073,,Radnor High School                                          ,"Radnor, PA 19087-5234                        ",19087, -75.402461,40.061872
2020,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2020,MA,,1821,,IMG Academy                                                 ,"Bradenton, FL 34210                          ",34210, -82.620816,27.439524
2020,VA,ROCKBRIDGE,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     ",24450, -79.526578,37.778993
2020,GA,,30342,,Marist School                                               ,"Atlanta, GA 30319-5104                       ",30319, -84.334763,33.875954
2020,GA,,30677,,Athens Academy                                              ,"Athens, GA 30604-6548                        ",30604,,
2020,NC,,28277,,Covenant Day School                                         ,"Matthews, NC 28105-2661                      ",28105, -80.713926,35.115566
2020,VA,CAMPBELL,24502,,Brookville High School                                      ,"Lynchburg, VA 24502-2696                     ",24502, -79.221579,37.360401
2020,CT,,6831,,Rye High School                                             ,"Rye, NY 10580-3821                           ",10580, -73.693202,40.979049
2020,NC,,28032,,Gaston Day School                                           ,"Gastonia, NC 28056-7514                      ",28056, -81.125003,35.216936
2020,TN,,38111,,Memphis University School                                   ,"Memphis, TN 38119-5305                       ",38119, -89.845385,35.079511
2020,TX,,77005,,Strake Jesuit College Preparatory                           ,"Houston, TX 77036-4610                       ",77036, -95.534537,29.701847
2020,GA,,30092,,Norcross High School                                        ,"Norcross, GA 30092-2605                      ",30092, -84.231986,33.972386
2020,VA,VIRGINIA BEACH CITY,23455,,Frank W Cox High School                                     ,"Virginia Bch, VA 23454-1749                  ",23454, -76.030835,36.818062
2020,NC,,27707,,South Kent School                                           ,"South Kent, CT 06785-1199                    ",06785, -73.464788,41.695048
2020,VA,VIRGINIA BEACH CITY,23453,,Princess Anne High School                                   ,"Virginia Bch, VA 23462-3107                  ",23462, -76.150514,36.837313
2020,NY,,11709,,Our Lady of Mercy Academy                                   ,"Syosset, NY 11791-3867                       ",11791, -73.505922,40.828288
2020,AL,,36527,,Daphne High School                                          ,"Daphne, AL 36526                             ",36526, -87.859918,30.611152
2020,MD,,21146,,Severn School                                               ,"Severna Park, MD 21146-4522                  ",21146, -76.558699,39.079136
2020,PA,,19390,,Ursuline Academy                                            ,"Wilmington, DE 19806-4307                    ",19806, -75.564142,39.763305
2020,VA,WESTMORELAND,22520,,Heights School                                              ,"Potomac, MD 20854-4085                       ",20854, -77.220830,39.032772
2020,TX,,76107,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    ",76109, -97.386965,32.700650
2020,PA,,19010,,Haverford High School                                       ,"Havertown, PA 19083-3718                     ",19083, -75.312066,39.977025
2020,CT,,6478,,Oxford High School                                          ,"Oxford, CT 06478                             ",06478, -73.147999,41.444001
2020,MA,,2476,,Arlington Catholic High School                              ,"Arlington, MA 02174-3121                     ",02174,,
2020,CA,,93619,,Floyd B Buchanan High School                                ,"Clovis, CA 93619-7600                        ",93619,-119.593481,36.917573
2020,CO,,80134,,Valor Christian High School                                 ,"Highlands Ranch, CO 80126                    ",80126,-104.958557,39.540572
2020,MT,,59011,,Sweet Grass County High School                              ,"Big Timber, MT 59011-0886                    ",59011,-109.948625,45.924721
2020,VA,APPOMATTOX,24522,,Appomattox County High School                               ,"Appomattox, VA 24522                         ",24522, -78.778773,37.376791
2020,VA,MECKLENBURG,23919,,Park View Senior High School                                ,"South Hill, VA 23970-5031                    ",23970, -78.190761,36.750501
2020,TX,,75225,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        ",75229, -96.864339,32.893295
2020,LA,,70817,,Loyola College Preparatory Sch                              ,"Shreveport, LA 71101-4309                    ",71101, -93.747221,32.506371
2020,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2020,,,,VIETNAM,Blair Academy                                               ,"Blairstown, NJ 07825-0600                    ",07825, -74.975723,40.971247
2020,NY,,11768,,Northport High School                                       ,"Northport, NY 11768-3456                     ",11768, -73.339309,40.923631
2020,CA,,92009,,La Costa Canyon High School                                 ,"Carlsbad, CA 92009                           ",92009,-117.243882,33.095470
2020,VA,ROANOKE COUNTY,24018,,Hidden Valley High School                                   ,"Roanoke, VA 24018-3460                       ",24018, -80.041739,37.213055
2020,KY,,40026,,Sacred Heart Academy                                        ,"Louisville, KY 40206-3061                    ",40206, -85.704721,38.260083
2020,MS,,38668,,Mississippi School Math Sci                                 ,"Columbus, MS 39701                           ",39701, -88.504719,33.393933
2020,TX,,75070,,                                                            ,                                             ,,,
2020,FL,,33647,,Freedom High School                                         ,"Tampa, FL 33647                              ",33647, -82.354093,28.126958
2020,VA,GOOCHLAND,23063,,Goochland High School                                       ,"Goochland, VA 23063-3209                     ",23063, -78.006130,37.712553
2020,WI,,53211,,Shorewood High School                                       ,"Shorewood, WI 53211-1911                     ",53211, -87.881444,43.082414
2020,FL,,32207,,Stanton College Prep School                                 ,"Jacksonville, FL 32209-5610                  ",32209, -81.696254,30.361015
2020,PA,,19002,,Germantown Academy                                          ,"Ft Washington, PA 19034-2004                 ",19034, -75.204847,40.134266
2020,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     ",28226, -80.822129,35.102697
2020,NC,,28105,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     ",28226, -80.822129,35.102697
2020,AZ,,85295,,Chandler Preparatory Academy                                ,"Chandler, AZ 85224-2840                      ",85224,-111.878461,33.323672
2020,OH,,43221,,Upper Arlington High School                                 ,"Upper Arlngtn, OH 43221-2962                 ",43221, -83.076127,40.023112
2020,CA,,94010,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     ",01342, -72.609458,42.543889
2020,IL,,60177,,Saint Charles North Hs                                      ,"Saint Charles, IL 60175                      ",60175, -88.388701,41.948188
2020,TX,,75214,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        ",75229, -96.864339,32.893295
2020,SC,,29201,,St Paul's School                                            ,"Concord, NH 03301-2552                       ",03301, -71.555988,43.238549
2020,TX,,78209,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   ",78217, -98.415198,29.538074
2020,VA,GOOCHLAND,23103,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2020,TX,,76092,,Carroll Senior High School                                  ,"Southlake, TX 76092-5948                     ",76092, -97.148437,32.959875
2020,CA,,95032,,Los Gatos High School                                       ,"Los Gatos, CA 95030-6917                     ",95030,-121.983272,37.222759
2020,VA,LOUDOUN,20176,,Landon School                                               ,"Bethesda, MD 20817-3107                      ",20817, -77.151816,38.997272
2020,TX,,78634,,Cicero-No Syracuse High School                              ,"Cicero, NY 13039                             ",13039, -76.056249,43.172142
2020,CT,,6897,,Wilton High School                                          ,"Wilton, CT 06897-2006                        ",06897, -73.440974,41.211277
2020,NC,,28205,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       ",27603, -78.652751,35.664418
2020,CO,,81611,,Aspen High School                                           ,"Aspen, CO 81611-3357                         ",81611,-106.668560,39.158172
2020,TX,,77055,,Duchesne Academy Of The Sacred He                           ,"Houston, TX 77024-3213                       ",77024, -95.514203,29.772179
2020,WV,,26508,,University High School                                      ,"Morgantown, WV 26508-1459                    ",26508, -79.895396,39.602633
2020,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2020,VA,LYNCHBURG CITY,24503,,E C Glass High School                                       ,"Lynchburg, VA 24501-5501                     ",24501, -79.141286,37.359733
2020,GA,,30017,,Saint Bernard Preparatory Sch                               ,"Cullman, AL 35055                            ",35055, -86.758808,34.151121
2020,NC,,27106,,                                                            ,                                             ,,,
2020,NY,,10506,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     ",01342, -72.609458,42.543889
2020,FL,,32608,,Oak Hall School                                             ,"Gainesville, FL 32607-3326                   ",32607, -82.419109,29.647414
2020,AE,,9708,,Massaponax High School                                      ,"Fredericksburg, VA 22407-8721                ",22407, -77.575684,38.283474
2020,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2020,LA,,70115,,Isidore Newman School                                       ,"New Orleans, LA 70115-5616                   ",70115, -90.102484,29.923930
2020,NC,,27106,,Calvary Baptist Day School                                  ,"Winston Salem, NC 27104                      ",27104, -80.323532,36.093687
2020,VA,PRINCE GEORGE,23875,,Maggie L Walker Governor's Sch Go                           ,"Richmond, VA 23220-2204                      ",23220, -77.460606,37.549349
2020,VA,RICHMOND CITY,23225,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2020,MA,,1776,,Belmont Hill School                                         ,"Belmont, MA 02478-2662                       ",02478, -71.180284,42.395317
2020,PA,,19087,,Delaware County Christian Sch                               ,"Newtown Square, PA 19073-3499                ",19073, -75.429241,39.983259
2020,TX,,77024,,Duchesne Academy Of The Sacred He                           ,"Houston, TX 77024-3213                       ",77024, -95.514203,29.772179
2020,AL,,36606,,Murphy High School                                          ,"Mobile, AL 36606-1499                        ",36606, -88.105874,30.668786
2020,NC,,27910,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  ",23454, -76.030835,36.818062
2020,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    ",25314, -81.640254,38.308083
2020,FL,,34109,,Community School of Naples                                  ,"Naples, FL 34109                             ",34109, -81.763823,26.240842
2020,KY,,40207,,Louisville Collegiate School                                ,"Louisville, KY 40204-0369                    ",40204, -85.721591,38.239913
2020,PA,,19333,,Conestoga High School                                       ,"Berwyn, PA 19312-1260                        ",19312, -75.454948,40.031291
2020,GA,,30621,,Oconee County High School                                   ,"Watkinsville, GA 30677-4818                  ",30677, -83.373342,33.783202
2020,CT,,6820,,Darien High School                                          ,"Darien, CT 06820-3331                        ",06820, -73.480080,41.076202
2020,CT,,6840,,St Luke's School                                            ,"New Canaan, CT 06840-2317                    ",06840, -73.500124,41.160393
2020,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2020,NJ,,8005,,Barnegat High School                                        ,"Barnegat, NJ 08005                           ",08005, -74.312588,39.767727
2020,TX,,75209,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        ",75230, -96.793393,32.902679
2020,FL,,33629,,H B Plant High School                                       ,"Tampa, FL 33629-5134                         ",33629, -82.509043,27.921536
2020,VA,ALEXANDRIA CITY,22302,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    ",22304, -77.112139,38.813169
2020,NY,,10803,,Pelham Memorial High School                                 ,"Pelham, NY 10803-                            ",10803, -73.807138,40.900458
2020,GA,,30068,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2020,GA,,30004,,West Morris Mendham High Sch                                ,"Mendham, NJ 07945-1502                       ",07945, -74.599501,40.781948
2020,VA,BEDFORD COUNTY,24551,,Jefferson Forest High School                                ,"Forest, VA 24551-2206                        ",24551, -79.324598,37.356256
2020,VA,ALBEMARLE,22901,,Albemarle High School                                       ,"Charlottesville, VA 22901-8916               ",22901, -78.552744,38.087705
2020,SC,,29909,,The Culver Academies                                        ,"Culver, IN 46511-1234                        ",46511, -86.426977,41.219420
2020,VA,ALBEMARLE,22932,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        ",22932, -78.696458,38.147507
2020,TX,,78852,,Eagle Pass High School                                      ,"Eagle Pass, TX 78852                         ",78852,-100.316678,28.729787
2020,PA,,19002,,Upper Dublin High School                                    ,"Ft Washington, PA 19034-1650                 ",19034, -75.204847,40.134266
2020,NJ,,7924,,Bernards High School                                        ,"Bernardsville, NJ 07924-2307                 ",07924, -74.592580,40.730394
2020,NC,,27518,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       ",27603, -78.652751,35.664418
2020,MO,,63124,,Visitation Academy                                          ,"Saint Louis, MO 63131-2316                   ",63131, -90.444197,38.617391
2020,MO,,64504,,Benton High School                                          ,"Saint Joseph, MO 64504-1708                  ",64504, -94.905924,39.691247
2020,WA,,98230,,Blaine High School                                          ,"Blaine, WA 98230-8101                        ",98230,-122.705013,48.953455
2020,NC,,28226,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     ",28277, -80.817552,35.052875
2020,OH,,44256,,St Edward High School                                       ,"Lakewood, OH 44107-4602                      ",44107, -81.801716,41.483041
2020,VA,RICHMOND CITY,23226,,Saint Christophers School                                   ,"Richmond, VA 23226                           ",23226, -77.523347,37.579912
2020,LA,,70115,,Metairie Park Country Day Sch                               ,"Metairie, LA 70005-4142                      ",70005, -90.134065,29.999416
2020,AL,,35213,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    ",35222, -86.770115,33.523712
2020,PA,,19425,,Downingtown High School East Camp                           ,"Exton, PA 19341-1783                         ",19341, -75.640626,40.039941
2020,VA,RICHMOND CITY,23221,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      ",23226, -77.523347,37.579912
2020,TX,,77056,,Kinkaid School                                              ,"Houston, TX 77024-7504                       ",77024, -95.514203,29.772179
2020,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     ",28226, -80.822129,35.102697
2020,GA,,30342,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2020,AL,,35748,,Randolph School                                             ,"Huntsville, AL 35802-1135                    ",35802, -86.558882,34.668212
2020,VA,FALLS CHURCH CITY,22043,,Thomas Jefferson Hs Sci/tec                                 ,"Alexandria, VA 22312-2206                    ",22312, -77.154271,38.815789
2020,TX,,75248,,Parish Episcopal School                                     ,"Dallas, TX 75244-4439                        ",75244, -96.836334,32.925367
2020,MD,,21093,,Towson High School                                          ,"Towson, MD 21286                             ",21286, -76.573235,39.411836
2020,WI,,54459,,Prentice High School                                        ,"Prentice, WI 54556-1038                      ",54556, -90.297332,45.535094
2020,MA,,2148,,                                                            ,                                             ,,,
2020,VA,GOOCHLAND,23063,,Goochland High School                                       ,"Goochland, VA 23063-3209                     ",23063, -78.006130,37.712553
2020,CT,,6824,,Fairfield Warde High School                                 ,"Fairfield, CT 06825-2050                     ",06825, -73.243254,41.196583
2020,AL,,35244,,Hoover High School                                          ,"Hoover, AL 35244-4511                        ",35244, -86.825333,33.352918
2020,WV,,25701,,Huntington High School                                      ,"Huntington, WV 25701                         ",25701, -82.405250,38.365689
2020,GA,,30506,,North Hall High School                                      ,"Gainesville, GA 30506-2765                   ",30506, -83.895595,34.346947
2020,AZ,,85296,,Gilbert High School                                         ,"Gilbert, AZ 85296                            ",85296,-111.749802,33.332328
2020,NC,,28210,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     ",28277, -80.817552,35.052875
2020,IN,,46368,,Portage High School                                         ,"Portage, IN 46368-5110                       ",46368, -87.180707,41.590820
2020,NJ,,8753,,Toms River High School North                                ,"Toms River, NJ 08753                         ",08753, -74.160429,39.979031
2020,NJ,,7857,,Pope John Xxiii Regl High Sch                               ,"Sparta, NJ 07871-1002                        ",07871, -74.627906,41.052283
2020,TX,,78209,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   ",78217, -98.415198,29.538074
2020,PA,,16426,,General McLane High School                                  ,"Edinboro, PA 16412-1025                      ",16412, -80.170371,41.884930
2020,TX,,77027,,Saint John's School                                         ,"Houston, TX 77019-5811                       ",77019, -95.409498,29.754150
2020,PA,,17078,,Palmyra Area High School                                    ,"Palmyra, PA 17078-3447                       ",17078, -76.581080,40.287452
2020,CA,,90266,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     ",01342, -72.609458,42.543889
2020,,,,VIETNAM,                                                            ,                                             ,,,
2020,VA,FAIRFAX COUNTY,22039,,James W Robinson Junior Secondary                           ,"Fairfax, VA 22032-2637                       ",22032, -77.290301,38.819046
2020,VA,YORK,23693,,York High School                                            ,"Yorktown, VA 23692-4069                      ",23692, -76.463582,37.192438
2020,,,,REP OF KOREA-SOUTH,Notre Dame High School                                      ,"Chattanooga, TN 37404-1797                   ",37404, -85.273662,35.027912
2020,SC,,29302,,Spartanburg High School                                     ,"Spartanburg, SC 29307-2978                   ",29307, -81.831555,34.982716
2020,PA,,15143,,Neuqua Valley High School                                   ,"Naperville, IL 60564                         ",60564, -88.195394,41.706073
2020,VA,LEXINGTON CITY,24450,,Choate Rosemary Hall                                        ,"Wallingford, CT 06492-3818                   ",06492, -72.804516,41.458657
2020,VA,ALEXANDRIA CITY,22301,,Field School                                                ,"Washington, DC 20007-1147                    ",20007, -77.079339,38.914363
2020,VA,PRINCE WILLIAM,20136,,Patriot High School                                         ,"Nokesville, VA 20181-1717                    ",20181, -77.569610,38.689126
2020,SC,,29687,,Eastside High School                                        ,"Taylors, SC 29687-4007                       ",29687, -82.327451,34.986636
2020,WI,,53092,,Homestead High School                                       ,"Mequon, WI 53092-2044                        ",53092, -87.951218,43.214964
2020,KY,,40383,,Lexington Catholic High School                              ,"Lexington, KY 40503-1797                     ",40503, -84.533469,38.005828
2020,MD,,20707,,Tappan Zee High School                                      ,"Orangeburg, NY 10962-1799                    ",10962, -73.958585,41.050066
2020,TX,,75205,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        ",75229, -96.864339,32.893295
2020,GA,,30305,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       ",27603, -78.652751,35.664418
2020,NJ,,7920,,                                                            ,                                             ,,,
2020,TX,,79407,,                                                            ,                                             ,,,
2020,GA,,30306,,Lovett School                                               ,"Atlanta, GA 30327-3009                       ",30327, -84.417300,33.869694
2020,CA,,94706,,Lick Wilmerding High School                                 ,"San Francisco, CA 94112-1856                 ",94112,-122.442950,37.720375
2020,GA,,30750,,Baylor School                                               ,"Chattanooga, TN 37405-2506                   ",37405, -85.407828,35.120403
2020,TX,,77096,,Bellaire High School                                        ,"Bellaire, TX 77401-4936                      ",77401, -95.460905,29.704019
2020,NC,,27502,,Apex High School                                            ,"Apex, NC 27502-1539                          ",27502, -78.920992,35.715250
2020,OH,,43209,,Bexley High School                                          ,"Bexley, OH 43209-1806                        ",43209, -82.930721,39.953616
2020,MD,,21601,,Easton High School                                          ,"Easton, MD 21601                             ",21601, -76.081602,38.793650
2020,NJ,,8050,,Southern Regional High School                               ,"Manahawkin, NJ 08050-3022                    ",08050, -74.231000,39.712750
2020,VA,HENRICO,23059,,Deep Run High School                                        ,"Glen Allen, VA 23059-2519                    ",23059, -77.574005,37.702234
2020,TX,,77027,,Saint John's School                                         ,"Houston, TX 77019-5811                       ",77019, -95.409498,29.754150
2020,,,,CHINA,                                                            ,                                             ,,,
2020,VA,MONTGOMERY,24073,,Christiansburg High School                                  ,"Christiansburg, VA 24073-1449                ",24073, -80.424783,37.132347
2020,TN,,37205,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     ",37215, -86.834691,36.081868
2020,FL,,32503,,Pensacola High School                                       ,"Pensacola, FL 32501-1664                     ",32501, -87.222515,30.428781
2020,,,,CHINA,Eastern Mennonite High School                               ,"Harrisonburg, VA 22802-2416                  ",22802, -78.863123,38.494378
2020,MD,,21047,,Loyola Blakefield High School                               ,"Towson, MD 21030                             ",21030, -76.674443,39.492412
2020,VA,RICHMOND CITY,23226,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2020,MA,,1742,,Concord-Carlisle Regional H S                               ,"Concord, MA 01742-3699                       ",01742, -71.364496,42.462911
2020,FL,,33015,,Monsignor Edward Pace High Sch                              ,"Miami, FL 33054-2273                         ",33054, -80.265122,25.908575
2020,VA,ROCKBRIDGE,24450,,Suitland High School                                        ,"Forestville, MD 20747-2045                   ",20747, -76.883307,38.854996
2020,WV,,25314,,Charleston Catholic High Sch                                ,"Charleston, WV 25301-2831                    ",25301, -81.630359,38.350719
2020,CA,,91011,,La Canada High School                                       ,"La Canada, CA 91011-3738                     ",91011,-118.205306,34.222119
2020,MA,,2152,,The Rivers School                                           ,"Weston, MA 02493-1071                        ",02493, -71.303433,42.360502
2020,PA,,17011,,Harrisburg Academy                                          ,"Wormleysburg, PA 17043-1109                  ",17043, -76.900134,40.247611
2020,TN,,38117,,Saint Marys Episcopal School                                ,"Memphis, TN 38117-3199                       ",38117, -89.905344,35.115180
2020,GA,,30621,,Oconee County High School                                   ,"Watkinsville, GA 30677-4818                  ",30677, -83.373342,33.783202
2020,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2020,NC,,28104,,Weddington High School                                      ,"Matthews, NC 28104                           ",28104, -80.692836,35.060568
2020,CA,,92064,,Rancho Bernardo High School                                 ,"San Diego, CA 92128-4499                     ",92128,-117.071808,32.999818
2020,NC,,28607,,North Carolina School Sci/math                              ,"Durham, NC 27705                             ",27705, -78.975659,36.022136
2020,VA,ROANOKE COUNTY,24018,,Cave Spring High School                                     ,"Roanoke, VA 24018-4839                       ",24018, -80.041739,37.213055
2020,FL,,33609,,H B Plant High School                                       ,"Tampa, FL 33629-5134                         ",33629, -82.509043,27.921536
2020,VA,SPOTSYLVANIA,22408,,Chancellor High School                                      ,"Fredericksbrg, VA 22407-6363                 ",22407, -77.575684,38.283474
2020,VA,CHESAPEAKE CITY,23323,,Nansemond-Suffolk Academy                                   ,"Suffolk, VA 23434-7206                       ",23434, -76.592105,36.703003
2020,KS,,66221,,Blue Valley Northwest High Sch                              ,"Overland Park, KS 66213-3306                 ",66213, -94.708219,38.898859
2020,MS,,39211,,Jackson Academy                                             ,"Jackson, MS 39211-5422                       ",39211, -90.122605,32.372134
2020,OH,,45208,,Summit Country Day School                                   ,"Cincinnati, OH 45208-3359                    ",45208, -84.434430,39.134746
2020,NC,,28803,,Christ School                                               ,"Arden, NC 28704-9570                         ",28704, -82.580359,35.457584
2020,NJ,,8757,,Randolph High School                                        ,"Randolph, NJ 07869-3796                      ",07869, -74.578330,40.841691
2020,TX,,75225,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        ",75229, -96.864339,32.893295
2020,GA,,30547,,Banks County High School                                    ,"Homer, GA 30547-0277                         ",30547, -83.455885,34.361833
2020,VA,FALLS CHURCH CITY,22046,,George Mason High School                                    ,"Falls Church, VA 22043-2309                  ",22043, -77.195880,38.900858
2020,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2020,TN,,37416,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   ",37404, -85.273662,35.027912
2020,MD,,20818,,Saint Andrews Episcopal School                              ,"Potomac, MD 20854-3553                       ",20854, -77.220830,39.032772
2020,NC,,27612,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       ",27605, -78.654594,35.790609
2020,SC,,29605,,Greenville Senior High School                               ,"Greenville, SC 29601-3527                    ",29601, -82.402264,34.847112
2020,VA,PRINCE WILLIAM,20136,,Patriot High School                                         ,"Nokesville, VA 20181-1717                    ",20181, -77.569610,38.689126
2020,VA,ALBEMARLE,22920,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        ",22932, -78.696458,38.147507
2020,VA,ROCKBRIDGE,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     ",24450, -79.526578,37.778993
2020,VA,SALEM CITY,24153,,Salem High School                                           ,"Salem, VA 24153-3202                         ",24153, -80.114325,37.302506
2020,VA,ALEXANDRIA CITY,22308,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2020,GA,,30563,,Habersham Central Hs                                        ,"Mount Airy, GA 30563-9760                    ",30563, -83.454897,34.567865
2020,NC,,28207,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 ",22989, -78.131074,38.288665
2020,NJ,,7005,,Veritas Preparatory Academy                                 ,"Phoenix, AZ 85016-1122                       ",85016,-112.019166,33.511517
2020,NJ,,7090,,Millbrook School                                            ,"Millbrook, NY 12545-4932                     ",12545, -73.669402,41.782904
2020,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            ",23229, -77.574165,37.586772
2020,TX,,75230,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        ",75230, -96.793393,32.902679
2020,TX,,75033,,Dr Justin Wakeland Hs                                       ,"Frisco, TX 75034                             ",75034, -96.855822,33.146638
2020,MS,,39157,,Saint Andrews Episcopal School                              ,"Ridgeland, MS 39157-9714                     ",39157, -90.169852,32.425874
2020,TX,,77030,,Saint John's School                                         ,"Houston, TX 77019-5811                       ",77019, -95.409498,29.754150
2020,NC,,28036,,William Amos Hough High School                              ,"Cornelius, NC 28031-9134                     ",28031, -80.900358,35.472097
2020,OH,,43206,,Canal Winchester High School                                ,"Canal Winchester, OH 43110-1228              ",43110, -82.800074,39.826682
2020,IN,,46368,,Portage High School                                         ,"Portage, IN 46368-5110                       ",46368, -87.180707,41.590820
2020,GA,,30355,,Marist School                                               ,"Atlanta, GA 30319-5104                       ",30319, -84.334763,33.875954
2020,GA,,30125,,Darlington School                                           ,"Rome, GA 30161-4701                          ",30161, -85.171371,34.242301
2020,MD,,20815,,Landon School                                               ,"Bethesda, MD 20817-3107                      ",20817, -77.151816,38.997272
2020,AL,,35758,,Bob Jones High School                                       ,"Madison, AL 35758-8737                       ",35758, -86.746510,34.711417
2020,CT,,6831,,King Low Heywood Thomas                                     ,"Stamford, CT 06905                           ",06905, -73.542669,41.088293
2020,MD,,20854,,Gonzaga College High School                                 ,"Washington, DC 20001-1400                    ",20001, -77.017739,38.910353
2020,NY,,11030,,Manhasset High School                                       ,"Manhasset, NY 11030-2320                     ",11030, -73.688549,40.793409
2020,CO,,80206,,Kent Denver School                                          ,"Englewood, CO 80113-4916                     ",80113,-104.965111,39.644445
2020,NC,,28211,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     ",28277, -80.817552,35.052875
2020,OH,,45314,,Cedarville High School                                      ,"Cedarville, OH 45314-0045                    ",45314, -83.776250,39.750080
2020,TX,,76006,,Arlington High School                                       ,"Arlington, TX 76013-3903                     ",76013, -97.155028,32.719328
2020,,,,CROATIA,Choate Rosemary Hall                                        ,"Wallingford, CT 06492-3818                   ",06492, -72.804516,41.458657
2020,,,,VIETNAM,                                                            ,                                             ,,,
2020,WI,,53037,,Cedarburg High School                                       ,"Cedarburg, WI 53012-1847                     ",53012, -88.034639,43.314732
2020,FL,,33062,,Saint Andrews School                                        ,"Boca Raton, FL 33434-4455                    ",33434, -80.167138,26.382712
2020,MA,,2030,,Dover-sherborn High School                                  ,"Dover, MA 02030-0190                         ",02030, -71.291167,42.234160
2020,TX,,75126,,Forney High School                                          ,"Forney, TX 75126-9682                        ",75126, -96.454900,32.743178
