Class,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2020,NC,,28211,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2020,GA,,30030,,Decatur High School                                         ,"Decatur, GA 30030-3339                       "
2020,VA,ROCKBRIDGE,24416,,Parry McCluer High School                                   ,"Buena Vista, VA 24416                        "
2020,LA,,71201,,Saint Frederick High School                                 ,"Monroe, LA 71201-3299                        "
2020,VA,SALEM CITY,24153,,Salem High School                                           ,"Salem, VA 24153-3202                         "
2020,TX,,75254,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        "
2020,MD,,20850,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                "
2020,AL,,35216,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    "
2020,VA,WISE,24293,,J J Kelly High School                                       ,"Wise, VA 24293-0796                          "
2020,CO,,80007,,Ralston Valley High School                                  ,"Arvada, CO 80005-2935                        "
2020,TX,,75205,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        "
2020,TX,,75230,,Hillcrest High School                                       ,"Dallas, TX 75230-5309                        "
2020,CO,,81632,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     "
2020,VA,HENRICO,23238,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2020,VA,VIRGINIA BEACH CITY,23451,,Frank W Cox High School                                     ,"Virginia Bch, VA 23454-1749                  "
2020,MA,,1741,,Concord-Carlisle Regional H S                               ,"Concord, MA 01742-3699                       "
2020,TX,,77082,,Michael E Debakey HS Of The Healt                           ,"Houston, TX 77021-1042                       "
2020,NJ,,8691,,Robbinsville High School                                    ,"Robbinsville, NJ 08691-3013                  "
2020,NC,,27405,,Early College At Guilford                                   ,"Greensboro, NC 27410                         "
2020,VA,DANVILLE CITY,24541,,George Washington High School                               ,"Danville, VA 24541-2627                      "
2020,TX,,75225,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2020,NJ,,7930,,West Morris Mendham High Sch                                ,"Mendham, NJ 07945-1502                       "
2020,MD,,21014,,John Carroll School                                         ,"Bel Air, MD 21014-3408                       "
2020,TX,,78258,,Ronald Reagan High School                                   ,"San Antonio, TX 78258                        "
2020,NH,,3234,,Northfield Mount Hermon School                              ,"Mount Hermon, MA 01354-9637                  "
2020,PA,,17314,,Kennard-Dale High School                                    ,"Fawn Grove, PA 17321                         "
2020,GA,,30075,,Wesleyan School                                             ,"Norcross, GA 30092-2614                      "
2020,VA,ROANOKE COUNTY,24018,,Hidden Valley High School                                   ,"Roanoke, VA 24018-3460                       "
2020,LA,,71201,,Saint Frederick High School                                 ,"Monroe, LA 71201-3299                        "
2020,MD,,21204,,Boys' Latin School Of Maryland                              ,"Baltimore, MD 21210-1241                     "
2020,NC,,27358,,Northern Guilford High School                               ,"Greensboro, NC 27455                         "
2020,NY,,11791,,Syosset High School                                         ,"Syosset, NY 11791-3204                       "
2020,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2020,MD,,21013,,Loyola Blakefield High School                               ,"Towson, MD 21030                             "
2020,LA,,70125,,Academy Of The Sacred Heart                                 ,"New Orleans, LA 70115-4831                   "
2020,AR,,72207,,Catholic High School                                        ,"Little Rock, AR 72205-3004                   "
2020,MA,,2332,,Notre Dame Academy                                          ,"Hingham, MA 02043-3961                       "
2020,GA,,30134,,Lithia Springs High Sch                                     ,"Lithia Springs, GA 30122                     "
2020,TX,,75214,,Woodrow Wilson High School                                  ,"Dallas, TX 75214-4518                        "
2020,VA,PITTSYLVANIA,24563,,Gretna High School                                          ,"Gretna, VA 24557-0398                        "
2020,GA,,30327,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2020,NC,,28693,,Ashe County High School                                     ,"West Jefferson, NC 28694-0450                "
2020,PA,,15238,,Shady Side Academy                                          ,"Pittsburgh, PA 15238-2247                    "
2020,VA,LOUDOUN,20117,,Loudoun County High School                                  ,"Leesburg, VA 20175-3409                      "
2020,DE,,19808,,Salesianum School                                           ,"Wilmington, DE 19802-3822                    "
2020,CA,,91108,,San Marino High School                                      ,"San Marino, CA 91108-2295                    "
2020,IL,,62864,,Dowling Catholic High School                                ,"Wdm, IA 50265-1626                           "
2020,TN,,37129,,                                                            ,                                             
2020,SC,,29464,,Wando High School                                           ,"Mount Pleasant, SC 29466                     "
2020,MN,,55044,,Lakeville South High School                                 ,"Lakeville, MN 55044                          "
2020,CA,,92067,,Bishops School                                              ,"La Jolla, CA 92037-4703                      "
2020,TN,,37027,,Franklin Road Academy                                       ,"Nashville, TN 37220-1136                     "
2020,NJ,,7005,,Mountain Lakes High School                                  ,"Mountain Lakes, NJ 07046                     "
2020,IL,,60506,,Aurora West High School                                     ,"Aurora, IL 60506-3667                        "
2020,MD,,21054,,South River High School                                     ,"Edgewater, MD 21037-2802                     "
2020,TN,,37820,,Baylor School                                               ,"Chattanooga, TN 37405-2506                   "
2020,NC,,27455,,Walter Hines Page High School                               ,"Greensboro, NC 27405-4321                    "
2020,TX,,77019,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2020,GA,,30306,,Henry W Grady High School                                   ,"Atlanta, GA 30309                            "
2020,,,,NIGERIA,Loyola Jesuit College                                       ,                                             
2020,WV,,25705,,Saint Joseph Central High Sch                               ,"Huntington, WV 25701-2302                    "
2020,NY,,10560,,Westminster School                                          ,"Simsbury, CT 06070-1812                      "
2020,MS,,39601,,Brookhaven High School                                      ,"Brookhaven, MS 39601-3444                    "
2020,DC,,20015,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                "
2020,IL,,60045,,Lake Forest High School                                     ,"Lake Forest, IL 60045-1371                   "
2020,AZ,,85323,,La Joya Community High School                               ,"Avondale, AZ 85232                           "
2020,VA,ALBEMARLE,22911,,Albemarle High School                                       ,"Charlottesville, VA 22901-8916               "
2020,NJ,,7830,,Seton Hall Preparatory School                               ,"West Orange, NJ 07052-4716                   "
2020,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2020,MD,,21771,,South Carroll High School                                   ,"Sykesville, MD 21784-9329                    "
2020,NC,,27615,,Ravenscroft School                                          ,"Raleigh, NC 27615-5374                       "
2020,PA,,19073,,Radnor High School                                          ,"Radnor, PA 19087-5234                        "
2020,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2020,MA,,1821,,IMG Academy                                                 ,"Bradenton, FL 34210                          "
2020,VA,ROCKBRIDGE,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     "
2020,GA,,30342,,Marist School                                               ,"Atlanta, GA 30319-5104                       "
2020,GA,,30677,,Athens Academy                                              ,"Athens, GA 30604-6548                        "
2020,NC,,28277,,Covenant Day School                                         ,"Matthews, NC 28105-2661                      "
2020,VA,CAMPBELL,24502,,Brookville High School                                      ,"Lynchburg, VA 24502-2696                     "
2020,CT,,6831,,Rye High School                                             ,"Rye, NY 10580-3821                           "
2020,NC,,28032,,Gaston Day School                                           ,"Gastonia, NC 28056-7514                      "
2020,TN,,38111,,Memphis University School                                   ,"Memphis, TN 38119-5305                       "
2020,TX,,77005,,Strake Jesuit College Preparatory                           ,"Houston, TX 77036-4610                       "
2020,GA,,30092,,Norcross High School                                        ,"Norcross, GA 30092-2605                      "
2020,VA,VIRGINIA BEACH CITY,23455,,Frank W Cox High School                                     ,"Virginia Bch, VA 23454-1749                  "
2020,NC,,27707,,South Kent School                                           ,"South Kent, CT 06785-1199                    "
2020,VA,VIRGINIA BEACH CITY,23453,,Princess Anne High School                                   ,"Virginia Bch, VA 23462-3107                  "
2020,NY,,11709,,Our Lady of Mercy Academy                                   ,"Syosset, NY 11791-3867                       "
2020,AL,,36527,,Daphne High School                                          ,"Daphne, AL 36526                             "
2020,MD,,21146,,Severn School                                               ,"Severna Park, MD 21146-4522                  "
2020,PA,,19390,,Ursuline Academy                                            ,"Wilmington, DE 19806-4307                    "
2020,VA,WESTMORELAND,22520,,Heights School                                              ,"Potomac, MD 20854-4085                       "
2020,TX,,76107,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    "
2020,PA,,19010,,Haverford High School                                       ,"Havertown, PA 19083-3718                     "
2020,CT,,6478,,Oxford High School                                          ,"Oxford, CT 06478                             "
2020,MA,,2476,,Arlington Catholic High School                              ,"Arlington, MA 02174-3121                     "
2020,CA,,93619,,Floyd B Buchanan High School                                ,"Clovis, CA 93619-7600                        "
2020,CO,,80134,,Valor Christian High School                                 ,"Highlands Ranch, CO 80126                    "
2020,MT,,59011,,Sweet Grass County High School                              ,"Big Timber, MT 59011-0886                    "
2020,VA,APPOMATTOX,24522,,Appomattox County High School                               ,"Appomattox, VA 24522                         "
2020,VA,MECKLENBURG,23919,,Park View Senior High School                                ,"South Hill, VA 23970-5031                    "
2020,TX,,75225,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2020,LA,,70817,,Loyola College Preparatory Sch                              ,"Shreveport, LA 71101-4309                    "
2020,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2020,,,,VIETNAM,Blair Academy                                               ,"Blairstown, NJ 07825-0600                    "
2020,NY,,11768,,Northport High School                                       ,"Northport, NY 11768-3456                     "
2020,CA,,92009,,La Costa Canyon High School                                 ,"Carlsbad, CA 92009                           "
2020,VA,ROANOKE COUNTY,24018,,Hidden Valley High School                                   ,"Roanoke, VA 24018-3460                       "
2020,KY,,40026,,Sacred Heart Academy                                        ,"Louisville, KY 40206-3061                    "
2020,MS,,38668,,Mississippi School Math Sci                                 ,"Columbus, MS 39701                           "
2020,TX,,75070,,                                                            ,                                             
2020,FL,,33647,,Freedom High School                                         ,"Tampa, FL 33647                              "
2020,VA,GOOCHLAND,23063,,Goochland High School                                       ,"Goochland, VA 23063-3209                     "
2020,WI,,53211,,Shorewood High School                                       ,"Shorewood, WI 53211-1911                     "
2020,FL,,32207,,Stanton College Prep School                                 ,"Jacksonville, FL 32209-5610                  "
2020,PA,,19002,,Germantown Academy                                          ,"Ft Washington, PA 19034-2004                 "
2020,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2020,NC,,28105,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2020,AZ,,85295,,Chandler Preparatory Academy                                ,"Chandler, AZ 85224-2840                      "
2020,OH,,43221,,Upper Arlington High School                                 ,"Upper Arlngtn, OH 43221-2962                 "
2020,CA,,94010,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     "
2020,IL,,60177,,Saint Charles North Hs                                      ,"Saint Charles, IL 60175                      "
2020,TX,,75214,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        "
2020,SC,,29201,,St Paul's School                                            ,"Concord, NH 03301-2552                       "
2020,TX,,78209,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   "
2020,VA,GOOCHLAND,23103,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2020,TX,,76092,,Carroll Senior High School                                  ,"Southlake, TX 76092-5948                     "
2020,CA,,95032,,Los Gatos High School                                       ,"Los Gatos, CA 95030-6917                     "
2020,VA,LOUDOUN,20176,,Landon School                                               ,"Bethesda, MD 20817-3107                      "
2020,TX,,78634,,Cicero-No Syracuse High School                              ,"Cicero, NY 13039                             "
2020,CT,,6897,,Wilton High School                                          ,"Wilton, CT 06897-2006                        "
2020,NC,,28205,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       "
2020,CO,,81611,,Aspen High School                                           ,"Aspen, CO 81611-3357                         "
2020,TX,,77055,,Duchesne Academy Of The Sacred He                           ,"Houston, TX 77024-3213                       "
2020,WV,,26508,,University High School                                      ,"Morgantown, WV 26508-1459                    "
2020,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2020,VA,LYNCHBURG CITY,24503,,E C Glass High School                                       ,"Lynchburg, VA 24501-5501                     "
2020,GA,,30017,,Saint Bernard Preparatory Sch                               ,"Cullman, AL 35055                            "
2020,NC,,27106,,                                                            ,                                             
2020,NY,,10506,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     "
2020,FL,,32608,,Oak Hall School                                             ,"Gainesville, FL 32607-3326                   "
2020,AE,,9708,,Massaponax High School                                      ,"Fredericksburg, VA 22407-8721                "
2020,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2020,LA,,70115,,Isidore Newman School                                       ,"New Orleans, LA 70115-5616                   "
2020,NC,,27106,,Calvary Baptist Day School                                  ,"Winston Salem, NC 27104                      "
2020,VA,PRINCE GEORGE,23875,,Maggie L Walker Governor's Sch Go                           ,"Richmond, VA 23220-2204                      "
2020,VA,RICHMOND CITY,23225,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2020,MA,,1776,,Belmont Hill School                                         ,"Belmont, MA 02478-2662                       "
2020,PA,,19087,,Delaware County Christian Sch                               ,"Newtown Square, PA 19073-3499                "
2020,TX,,77024,,Duchesne Academy Of The Sacred He                           ,"Houston, TX 77024-3213                       "
2020,AL,,36606,,Murphy High School                                          ,"Mobile, AL 36606-1499                        "
2020,NC,,27910,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  "
2020,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2020,FL,,34109,,Community School of Naples                                  ,"Naples, FL 34109                             "
2020,KY,,40207,,Louisville Collegiate School                                ,"Louisville, KY 40204-0369                    "
2020,PA,,19333,,Conestoga High School                                       ,"Berwyn, PA 19312-1260                        "
2020,GA,,30621,,Oconee County High School                                   ,"Watkinsville, GA 30677-4818                  "
2020,CT,,6820,,Darien High School                                          ,"Darien, CT 06820-3331                        "
2020,CT,,6840,,St Luke's School                                            ,"New Canaan, CT 06840-2317                    "
2020,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2020,NJ,,8005,,Barnegat High School                                        ,"Barnegat, NJ 08005                           "
2020,TX,,75209,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        "
2020,FL,,33629,,H B Plant High School                                       ,"Tampa, FL 33629-5134                         "
2020,VA,ALEXANDRIA CITY,22302,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    "
2020,NY,,10803,,Pelham Memorial High School                                 ,"Pelham, NY 10803-                            "
2020,GA,,30068,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2020,GA,,30004,,West Morris Mendham High Sch                                ,"Mendham, NJ 07945-1502                       "
2020,VA,BEDFORD COUNTY,24551,,Jefferson Forest High School                                ,"Forest, VA 24551-2206                        "
2020,VA,ALBEMARLE,22901,,Albemarle High School                                       ,"Charlottesville, VA 22901-8916               "
2020,SC,,29909,,The Culver Academies                                        ,"Culver, IN 46511-1234                        "
2020,VA,ALBEMARLE,22932,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        "
2020,TX,,78852,,Eagle Pass High School                                      ,"Eagle Pass, TX 78852                         "
2020,PA,,19002,,Upper Dublin High School                                    ,"Ft Washington, PA 19034-1650                 "
2020,NJ,,7924,,Bernards High School                                        ,"Bernardsville, NJ 07924-2307                 "
2020,NC,,27518,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       "
2020,MO,,63124,,Visitation Academy                                          ,"Saint Louis, MO 63131-2316                   "
2020,MO,,64504,,Benton High School                                          ,"Saint Joseph, MO 64504-1708                  "
2020,WA,,98230,,Blaine High School                                          ,"Blaine, WA 98230-8101                        "
2020,NC,,28226,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     "
2020,OH,,44256,,St Edward High School                                       ,"Lakewood, OH 44107-4602                      "
2020,VA,RICHMOND CITY,23226,,Saint Christophers School                                   ,"Richmond, VA 23226                           "
2020,LA,,70115,,Metairie Park Country Day Sch                               ,"Metairie, LA 70005-4142                      "
2020,AL,,35213,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    "
2020,PA,,19425,,Downingtown High School East Camp                           ,"Exton, PA 19341-1783                         "
2020,VA,RICHMOND CITY,23221,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      "
2020,TX,,77056,,Kinkaid School                                              ,"Houston, TX 77024-7504                       "
2020,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2020,GA,,30342,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2020,AL,,35748,,Randolph School                                             ,"Huntsville, AL 35802-1135                    "
2020,VA,FALLS CHURCH CITY,22043,,Thomas Jefferson Hs Sci/tec                                 ,"Alexandria, VA 22312-2206                    "
2020,TX,,75248,,Parish Episcopal School                                     ,"Dallas, TX 75244-4439                        "
2020,MD,,21093,,Towson High School                                          ,"Towson, MD 21286                             "
2020,WI,,54459,,Prentice High School                                        ,"Prentice, WI 54556-1038                      "
2020,MA,,2148,,                                                            ,                                             
2020,VA,GOOCHLAND,23063,,Goochland High School                                       ,"Goochland, VA 23063-3209                     "
2020,CT,,6824,,Fairfield Warde High School                                 ,"Fairfield, CT 06825-2050                     "
2020,AL,,35244,,Hoover High School                                          ,"Hoover, AL 35244-4511                        "
2020,WV,,25701,,Huntington High School                                      ,"Huntington, WV 25701                         "
2020,GA,,30506,,North Hall High School                                      ,"Gainesville, GA 30506-2765                   "
2020,AZ,,85296,,Gilbert High School                                         ,"Gilbert, AZ 85296                            "
2020,NC,,28210,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     "
2020,IN,,46368,,Portage High School                                         ,"Portage, IN 46368-5110                       "
2020,NJ,,8753,,Toms River High School North                                ,"Toms River, NJ 08753                         "
2020,NJ,,7857,,Pope John Xxiii Regl High Sch                               ,"Sparta, NJ 07871-1002                        "
2020,TX,,78209,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   "
2020,PA,,16426,,General McLane High School                                  ,"Edinboro, PA 16412-1025                      "
2020,TX,,77027,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2020,PA,,17078,,Palmyra Area High School                                    ,"Palmyra, PA 17078-3447                       "
2020,CA,,90266,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     "
2020,,,,VIETNAM,                                                            ,                                             
2020,VA,FAIRFAX COUNTY,22039,,James W Robinson Junior Secondary                           ,"Fairfax, VA 22032-2637                       "
2020,VA,YORK,23693,,York High School                                            ,"Yorktown, VA 23692-4069                      "
2020,,,,REP OF KOREA-SOUTH,Notre Dame High School                                      ,"Chattanooga, TN 37404-1797                   "
2020,SC,,29302,,Spartanburg High School                                     ,"Spartanburg, SC 29307-2978                   "
2020,PA,,15143,,Neuqua Valley High School                                   ,"Naperville, IL 60564                         "
2020,VA,LEXINGTON CITY,24450,,Choate Rosemary Hall                                        ,"Wallingford, CT 06492-3818                   "
2020,VA,ALEXANDRIA CITY,22301,,Field School                                                ,"Washington, DC 20007-1147                    "
2020,VA,PRINCE WILLIAM,20136,,Patriot High School                                         ,"Nokesville, VA 20181-1717                    "
2020,SC,,29687,,Eastside High School                                        ,"Taylors, SC 29687-4007                       "
2020,WI,,53092,,Homestead High School                                       ,"Mequon, WI 53092-2044                        "
2020,KY,,40383,,Lexington Catholic High School                              ,"Lexington, KY 40503-1797                     "
2020,MD,,20707,,Tappan Zee High School                                      ,"Orangeburg, NY 10962-1799                    "
2020,TX,,75205,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        "
2020,GA,,30305,,Saint Marys School                                          ,"Raleigh, NC 27603-1610                       "
2020,NJ,,7920,,                                                            ,                                             
2020,TX,,79407,,                                                            ,                                             
2020,GA,,30306,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2020,CA,,94706,,Lick Wilmerding High School                                 ,"San Francisco, CA 94112-1856                 "
2020,GA,,30750,,Baylor School                                               ,"Chattanooga, TN 37405-2506                   "
2020,TX,,77096,,Bellaire High School                                        ,"Bellaire, TX 77401-4936                      "
2020,NC,,27502,,Apex High School                                            ,"Apex, NC 27502-1539                          "
2020,OH,,43209,,Bexley High School                                          ,"Bexley, OH 43209-1806                        "
2020,MD,,21601,,Easton High School                                          ,"Easton, MD 21601                             "
2020,NJ,,8050,,Southern Regional High School                               ,"Manahawkin, NJ 08050-3022                    "
2020,VA,HENRICO,23059,,Deep Run High School                                        ,"Glen Allen, VA 23059-2519                    "
2020,TX,,77027,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2020,,,,CHINA,                                                            ,                                             
2020,VA,MONTGOMERY,24073,,Christiansburg High School                                  ,"Christiansburg, VA 24073-1449                "
2020,TN,,37205,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2020,FL,,32503,,Pensacola High School                                       ,"Pensacola, FL 32501-1664                     "
2020,,,,CHINA,Eastern Mennonite High School                               ,"Harrisonburg, VA 22802-2416                  "
2020,MD,,21047,,Loyola Blakefield High School                               ,"Towson, MD 21030                             "
2020,VA,RICHMOND CITY,23226,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2020,MA,,1742,,Concord-Carlisle Regional H S                               ,"Concord, MA 01742-3699                       "
2020,FL,,33015,,Monsignor Edward Pace High Sch                              ,"Miami, FL 33054-2273                         "
2020,VA,ROCKBRIDGE,24450,,Suitland High School                                        ,"Forestville, MD 20747-2045                   "
2020,WV,,25314,,Charleston Catholic High Sch                                ,"Charleston, WV 25301-2831                    "
2020,CA,,91011,,La Canada High School                                       ,"La Canada, CA 91011-3738                     "
2020,MA,,2152,,The Rivers School                                           ,"Weston, MA 02493-1071                        "
2020,PA,,17011,,Harrisburg Academy                                          ,"Wormleysburg, PA 17043-1109                  "
2020,TN,,38117,,Saint Marys Episcopal School                                ,"Memphis, TN 38117-3199                       "
2020,GA,,30621,,Oconee County High School                                   ,"Watkinsville, GA 30677-4818                  "
2020,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2020,NC,,28104,,Weddington High School                                      ,"Matthews, NC 28104                           "
2020,CA,,92064,,Rancho Bernardo High School                                 ,"San Diego, CA 92128-4499                     "
2020,NC,,28607,,North Carolina School Sci/math                              ,"Durham, NC 27705                             "
2020,VA,ROANOKE COUNTY,24018,,Cave Spring High School                                     ,"Roanoke, VA 24018-4839                       "
2020,FL,,33609,,H B Plant High School                                       ,"Tampa, FL 33629-5134                         "
2020,VA,SPOTSYLVANIA,22408,,Chancellor High School                                      ,"Fredericksbrg, VA 22407-6363                 "
2020,VA,CHESAPEAKE CITY,23323,,Nansemond-Suffolk Academy                                   ,"Suffolk, VA 23434-7206                       "
2020,KS,,66221,,Blue Valley Northwest High Sch                              ,"Overland Park, KS 66213-3306                 "
2020,MS,,39211,,Jackson Academy                                             ,"Jackson, MS 39211-5422                       "
2020,OH,,45208,,Summit Country Day School                                   ,"Cincinnati, OH 45208-3359                    "
2020,NC,,28803,,Christ School                                               ,"Arden, NC 28704-9570                         "
2020,NJ,,8757,,Randolph High School                                        ,"Randolph, NJ 07869-3796                      "
2020,TX,,75225,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        "
2020,GA,,30547,,Banks County High School                                    ,"Homer, GA 30547-0277                         "
2020,VA,FALLS CHURCH CITY,22046,,George Mason High School                                    ,"Falls Church, VA 22043-2309                  "
2020,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2020,TN,,37416,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   "
2020,MD,,20818,,Saint Andrews Episcopal School                              ,"Potomac, MD 20854-3553                       "
2020,NC,,27612,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       "
2020,SC,,29605,,Greenville Senior High School                               ,"Greenville, SC 29601-3527                    "
2020,VA,PRINCE WILLIAM,20136,,Patriot High School                                         ,"Nokesville, VA 20181-1717                    "
2020,VA,ALBEMARLE,22920,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        "
2020,VA,ROCKBRIDGE,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     "
2020,VA,SALEM CITY,24153,,Salem High School                                           ,"Salem, VA 24153-3202                         "
2020,VA,ALEXANDRIA CITY,22308,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2020,GA,,30563,,Habersham Central Hs                                        ,"Mount Airy, GA 30563-9760                    "
2020,NC,,28207,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2020,NJ,,7005,,Veritas Preparatory Academy                                 ,"Phoenix, AZ 85016-1122                       "
2020,NJ,,7090,,Millbrook School                                            ,"Millbrook, NY 12545-4932                     "
2020,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2020,TX,,75230,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        "
2020,TX,,75033,,Dr Justin Wakeland Hs                                       ,"Frisco, TX 75034                             "
2020,MS,,39157,,Saint Andrews Episcopal School                              ,"Ridgeland, MS 39157-9714                     "
2020,TX,,77030,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2020,NC,,28036,,William Amos Hough High School                              ,"Cornelius, NC 28031-9134                     "
2020,OH,,43206,,Canal Winchester High School                                ,"Canal Winchester, OH 43110-1228              "
2020,IN,,46368,,Portage High School                                         ,"Portage, IN 46368-5110                       "
2020,GA,,30355,,Marist School                                               ,"Atlanta, GA 30319-5104                       "
2020,GA,,30125,,Darlington School                                           ,"Rome, GA 30161-4701                          "
2020,MD,,20815,,Landon School                                               ,"Bethesda, MD 20817-3107                      "
2020,AL,,35758,,Bob Jones High School                                       ,"Madison, AL 35758-8737                       "
2020,CT,,6831,,King Low Heywood Thomas                                     ,"Stamford, CT 06905                           "
2020,MD,,20854,,Gonzaga College High School                                 ,"Washington, DC 20001-1400                    "
2020,NY,,11030,,Manhasset High School                                       ,"Manhasset, NY 11030-2320                     "
2020,CO,,80206,,Kent Denver School                                          ,"Englewood, CO 80113-4916                     "
2020,NC,,28211,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     "
2020,OH,,45314,,Cedarville High School                                      ,"Cedarville, OH 45314-0045                    "
2020,TX,,76006,,Arlington High School                                       ,"Arlington, TX 76013-3903                     "
2020,,,,CROATIA,Choate Rosemary Hall                                        ,"Wallingford, CT 06492-3818                   "
2020,,,,VIETNAM,                                                            ,                                             
2020,WI,,53037,,Cedarburg High School                                       ,"Cedarburg, WI 53012-1847                     "
2020,FL,,33062,,Saint Andrews School                                        ,"Boca Raton, FL 33434-4455                    "
2020,MA,,2030,,Dover-sherborn High School                                  ,"Dover, MA 02030-0190                         "
2020,TX,,75126,,Forney High School                                          ,"Forney, TX 75126-9682                        "
2020,VA,ARLINGTON,22207,,Stone Ridge Sch Sacred Heart                                ,"Bethesda, MD 20814-3898                      "
2020,,,,NEPAL,Rato Bangala School                                         ,                                             
2020,NY,,11743,,Cold Spring Harbor High School                              ,"Cold Spring Hrbr, NY 11724-1799              "
2020,NJ,,7458,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 "
2020,FL,,32225,,Stanton College Prep School                                 ,"Jacksonville, FL 32209-5610                  "
2020,MD,,20861,,Sherwood High School                                        ,"Sandy Spring, MD 20860-1005                  "
2020,TX,,77027,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      "
2020,FL,,33626,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         "
2020,VA,NORFOLK CITY,23508,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2020,VA,HENRICO,23229,,Saint Christophers School                                   ,"Richmond, VA 23226                           "
2020,MD,,20878,,Thomas Sprigg Wootton High Sch                              ,"Rockville, MD 20850-3099                     "
2020,TX,,76107,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    "
2020,AL,,35243,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
