Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2020,M,BA,ECON,,,,,Chi Psi,                         ,                         ,                         ,SC,,29585,,Waccamaw High School                                        ,"Pawleys Island, SC 29585-5333                "
2020,M,BS,BSADM,SPAN,,,JOHNSON,Kappa Alpha Order,                         ,                         ,                         ,SC,,29209,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2020,M,BS,BSADM,,CSCI,,,Independent,                         ,                         ,                         ,KY,,40383,,Woodford County High School                                 ,"Versailles, KY 40383-1163                    "
2020,M,BS,NEURO,,,,,Independent,                         ,                         ,                         ,IL,,61401,,Galesburg High School                                       ,"Galesburg, IL 61401-2432                     "
2020,F,BS,PSYC,,,,,Independent,                         ,                         ,                         ,MA,,1460,,F W Parker Essential School                                 ,"Devens, MA 01434                             "
2020,M,BS,PHYS,,,,JOHNSON,Sigma Nu,                         ,                         ,                         ,VA,HENRY,24078,,Faith Christian School                                      ,"Roanoke, VA 24018                            "
2020,M,BS,ACCT,,,,,Chi Psi,                         ,                         ,                         ,SC,,29607,,Christ Church Episcopal School                              ,"Greenville, SC 29607-4241                    "
2020,M,BS,BSADM,POLA,,,,Independent,                         ,                         ,                         ,GA,,30152,,Harrison High School                                        ,"Kennesaw, GA 30152-3855                      "
2020,F,BA,MATH,SART,,,,Alpha Delta Pi,                         ,                         ,                         ,VA,VIRGINIA BEACH CITY,23451,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2020,F,BS,BSADM,GERM,,,,Independent,                         ,                         ,                         ,OH,,45324,,Beavercreek High School                                     ,"Beavercreek, OH 45434-6416                   "
2020,M,BS,MATH,,,,,Kappa Sigma,                         ,                         ,                         ,NJ,,7924,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 "
2020,M,BA,ECON,,,,,Pi Kappa Alpha,                         ,                         ,                         ,CA,,92069,,Concord Academy                                             ,"Concord, MA 01742-2445                       "
2020,M,BS,MATH,,EASC,,,Independent,                         ,                         ,                         ,,,,CHINA,                                                            ,                                             
2020,M,BS,ENGN,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,NJ,,7930,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 "
2019,M,BA,ENVS,,,,,Independent,                         ,                         ,                         ,FL,,33444,,Taravella J P High School                                   ,"Coral Springs, FL 33071-7900                 "
2019,F,BAC,POLI,ECON,POV,,,Independent,                         ,                         ,                         ,,,,MOROCCO,Rabat American School                                       ,                                             
2019,F,BS,ENGN,SPAN,,,,Chi Omega,Vars Soccer              ,                         ,                         ,VA,CHESTERFIELD,23838,,Manchester High School                                      ,"Midlothian, VA 23112-1805                    "
2019,F,BSC,ACCB,,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,MD,,21286,,Notre Dame Preparatory School                               ,"Towson, MD 21286-1411                        "
2019,M,BA,HISAM,ECON,,,,Sigma Nu,                         ,                         ,                         ,MA,,1810,,Phillips Academy                                            ,"Andover, MA 01810-4166                       "
2019,M,BS,MATH,,CSCI,,,Independent,                         ,                         ,                         ,KY,,40390,,West Jessamine High School                                  ,"Nicholasville, KY 40356-8917                 "
2019,F,BSC,ACCB,EALLC,MATH,,,Chi Omega,Vars Tennis              ,                         ,                         ,VA,ALEXANDRIA CITY,20189,,International School Manila                                 ,                                             
2019,M,BS,NEURO,,,,,Pi Kappa Alpha,Vars Swimming/Diving     ,                         ,                         ,SC,,29045,,Spring Valley High School                                   ,"Columbia, SC 29229-4337                      "
2019,M,BSC,BSADM,,WRIT,,,Phi Kappa Psi,                         ,                         ,                         ,GA,,30115,,Holy Spirit Preparatory School                              ,"Atlanta, GA 30327-3623                       "
2019,M,BS,CSCI,,,,,Independent,                         ,                         ,                         ,,,,PAKISTAN,Beaconhouse Margalla Campus                                 ,                                             
2019,M,BA,HISGL,,MCOM,MESAN,,Sigma Nu,                         ,                         ,                         ,CT,,6073,,Glastonbury High School                                     ,"Glastonbury, CT 06033-3047                   "
2019,M,BAC,ECON,,POV,,,Lambda Chi Alpha,                         ,                         ,                         ,MO,,63130,,Maplewood-Richmond Heights High S                           ,"Maplewood, MO 63143-2913                     "
2019,F,BAC,POLI,,ARTH,,,Chi Omega,                         ,                         ,                         ,FL,,32952,,West Broward High School                                    ,"Pembroke Pnes, FL 33029-2105                 "
2019,F,BSC,BSADM,SOCS,,,,Independent,                         ,                         ,                         ,,,,PORTUGAL,                                                            ,                                             
2019,M,BS,BIOL,,ENVS,,,Phi Kappa Psi,                         ,                         ,                         ,SC,,29681,,Cedarburg High School                                       ,"Cedarburg, WI 53012-1847                     "
2019,M,BAC,ECON,,GERM,PHIL,,Sigma Nu,                         ,                         ,                         ,PA,,19425,,Downingtown High School East Camp                           ,"Exton, PA 19341-1783                         "
2019,F,BA,REL,,,,,Chi Omega,                         ,                         ,                         ,TX,,79936,,Williston Northampton School                                ,"Easthampton, MA 01027-2286                   "
2019,M,BAC,ECON,,,,,Kappa Alpha Order,Vars Lacrosse            ,                         ,                         ,VA,GOOCHLAND,23238,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2019,M,BSC,ACCB,,,,,Sigma Chi,                         ,                         ,                         ,CT,,6897,,St Luke's School                                            ,"New Canaan, CT 06840-2317                    "
2019,F,BS,PSYC,,,,,Chi Omega,                         ,                         ,                         ,NJ,,7871,,Peddie School                                               ,"Hightstown, NJ 08520-3352                    "
2019,M,BAC,ECON,,PHIL,,,Phi Zeta Delta,                         ,                         ,                         ,CT,,6831,,Brunswick School                                            ,"Greenwich, CT 06830-5618                     "
2019,M,BS,BIOL,,MATH,,,Sigma Chi,                         ,                         ,                         ,CT,,6880,,Staples High School                                         ,"Westport, CT 06880-2720                      "
2019,M,BS,ENGN,,MATH,,JOHNSON,Lambda Chi Alpha,                         ,                         ,                         ,MA,,1760,,Natick High School                                          ,"Natick, MA 01760-4345                        "
2019,M,BA,MUSG,,,,,Independent,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22102,,Landon School                                               ,"Bethesda, MD 20817-3107                      "
2019,F,BSC,BSADM,ENGL,,,,Delta Society,                         ,                         ,                         ,NJ,,7090,,Morristown-Beard School                                     ,"Morristown, NJ 07960-4523                    "
2019,F,BSC,ACCB,,,,,Pi Beta Phi,                         ,                         ,                         ,OH,,45891,,Van Wert High School                                        ,"Van Wert, OH 45891-9243                      "
2019,M,BS,CSCI,,,,,Lambda Chi Alpha,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,TX,,76110,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    "
2019,M,BSC,BSADM,GEOL,,,,Chi Psi,                         ,                         ,                         ,TX,,78703,,Saint Stephen's Episcopal School                            ,"Austin, TX 78746-1716                        "
2019,F,BAC,ECON,,,,,Independent,                         ,                         ,                         ,,,,SOUTH AFRICA,                                                            ,                                             
2019,M,BA,HISEU,,,,,Pi Kappa Alpha,                         ,                         ,                         ,TX,,77024,,Strake Jesuit College Preparatory                           ,"Houston, TX 77036-4610                       "
2019,F,BA,PSYC,,WGSS,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,75225,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,M,BAC,ECON,POLG,,,,Kappa Alpha Order,                         ,                         ,                         ,NC,,28207,,Groton School                                               ,"Groton, MA 01450-0991                        "
2019,M,BA,BIOL,,ENVS,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,CT,,6853,,Brunswick School                                            ,"Greenwich, CT 06830-5618                     "
2019,M,BA,HISAM,,CLAS,,,Sigma Chi,                         ,                         ,                         ,NJ,,7423,,Bergen Catholic High School                                 ,"Oradell, NJ 07649-1954                       "
2019,M,BSC,BSADM,PHIL,,,,Independent,                         ,                         ,                         ,LA,,71106,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   "
2019,M,BSC,ACCB,POLG,,,,Lambda Chi Alpha,                         ,                         ,                         ,SC,,29601,,Saint Josephs Catholic School                               ,"Greenville, SC 29607-3795                    "
2019,M,BSC,BSADM,ENGL,,,,Chi Psi,                         ,                         ,                         ,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       "
2019,M,BAC,ECON,,,,,Phi Zeta Delta,                         ,                         ,                         ,CO,,80129,,Park City High School                                       ,"Park City, UT 84060-7302                     "
2019,F,BA,JMCJ,ECON,,,,Alpha Delta Pi,                         ,                         ,                         ,GA,,30360,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2019,M,BAC,ECON,,CSCI,,,Sigma Chi,                         ,                         ,                         ,MA,,2481,,Wellesley High School                                       ,"Wellesley, MA 02481-6007                     "
2019,M,BA,PSYC,,WRIT,,,Independent,                         ,                         ,                         ,NC,,27616,,Wake Forest High School                                     ,"Wake Forest, NC 27587-2520                   "
2019,M,BSC,ACCB,,,,,Independent,                         ,                         ,                         ,CA,,91108,,                                                            ,                                             
2019,M,BSC,BSADM,,CLAS,,,Phi Kappa Psi,                         ,                         ,                         ,TX,,75229,,Parish Episcopal School                                     ,"Dallas, TX 75244-4439                        "
2019,F,BS,NEURO,PSYC,,,,Delta Society,                         ,                         ,                         ,TX,,75230,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2019,M,BAC,ECON,,,,,Kappa Alpha Order,Vars Lacrosse            ,                         ,                         ,VA,ROANOKE CITY,24014,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       "
2019,M,BSC,ACCB,,FILM,,,Independent,Vars Baseball            ,                         ,                         ,NY,,10504,,Iona Preparatory School                                     ,"New Rochelle, NY 10804-1225                  "
2019,F,BSC,BSADM,EALLC,,,,Delta Society,                         ,                         ,                         ,NJ,,7931,,Brooks School                                               ,"North Andover, MA 01845-1206                 "
2019,M,BSC,ACCB,,,,,Phi Zeta Delta,Vars Soccer              ,                         ,                         ,NY,,11545,,Chaminade High School                                       ,"Mineola, NY 11501-2448                       "
2019,M,BS,MUSI,,,,,Independent,                         ,                         ,                         ,VA,YORK,23692,,York High School                                            ,"Yorktown, VA 23692-4069                      "
2019,F,BA,CLAS,ARTH,,,,Independent,                         ,                         ,                         ,VA,LYNCHBURG CITY,24503,,Holy Cross Regional School                                  ,"Lynchburg, VA 24501-1423                     "
2019,M,BA,CLAS,MRST,,,,Independent,                         ,                         ,                         ,VA,CHESTERFIELD,23113,,                                                            ,                                             
2019,M,BA,MATH,BSADM,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,NY,,11030,,Chaminade High School                                       ,"Mineola, NY 11501-2448                       "
2019,M,BSC,ACCB,,,,,Kappa Alpha Order,Vars Lacrosse            ,                         ,                         ,VA,VIRGINIA BEACH CITY,23451,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2019,M,BSC,ACCB,,,,,Sigma Chi,                         ,                         ,                         ,CO,,81224,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,M,BSC,BSADM,POLA,,,,Kappa Sigma,Vars Wrestling           ,                         ,                         ,CT,,6489,,Southington High School                                     ,"Southington, CT 06489-2713                   "
2019,F,BS,BIOL,SPAN,,,,Independent,                         ,                         ,                         ,VA,ROANOKE CITY,24012,,Albert Einstein High School                                 ,"Kensington, MD 20895-1648                    "
2019,M,BAC,ECON,,MATH,,,Chi Psi,                         ,                         ,                         ,SC,,29464,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    "
2019,M,BSC,ACCB,,,,,Sigma Chi,                         ,                         ,                         ,GA,,30004,,Cambridge High School                                       ,"Milton, GA 30004-3411                        "
2019,M,BAC,ECON,,FREN,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,CA,,94963,,Marin Catholic High School                                  ,"Kentfield, CA 94904-1639                     "
2019,F,BA,HISEU,,MCOM,,,Kappa Kappa Gamma,                         ,                         ,                         ,PA,,19087,,Agnes Irwin School                                          ,"Bryn Mawr, PA 19010-1044                     "
2019,M,BS,MATH,,,,,Lambda Chi Alpha,                         ,                         ,                         ,VA,VIRGINIA BEACH CITY,23454,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  "
2019,M,BA,CSCI,ECON,,,,Kappa Alpha Order,Vars Football            ,Vars Track/Field In      ,Vars Track/Field Out     ,NC,,28211,,Providence Day School                                       ,"Charlotte, NC 28270-5366                     "
2019,F,BA,CSCI,BSADM,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,VA,ALBEMARLE,22901,,Saint Anne's-Belfield                                       ,"Charlottesvle, VA 22903-1716                 "
2019,M,BS,ENGN,,MATH,,,Independent,Vars Football            ,                         ,                         ,NC,,28117,,Lake Norman High School                                     ,"Mooresville, NC 28117-9087                   "
2019,M,BS,BIOL,GERM,,,,Independent,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,IL,,62864,,Dowling Catholic High School                                ,"Wdm, IA 50265-1626                           "
2019,F,BA,BIOL,,WRIT,,,Independent,Vars Basketball          ,                         ,                         ,GA,,30082,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,F,BA,PHIL,,FILM,,,Independent,                         ,                         ,                         ,OR,,97527,,Westmoreland High School                                    ,"Westmoreland, TN 37186-2008                  "
2019,F,BA,MATH,SOCS,POV,,,Independent,                         ,                         ,                         ,FL,,32081,,Allen D Nease High School                                   ,"Ponte Vedra, FL 32081-8800                   "
2019,F,BSC,BSADM,ENVS,,,,Kappa Alpha Theta,Vars Swimming/Diving     ,                         ,                         ,FL,,33606,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         "
2019,M,BSC,BSADM,,,,,Kappa Sigma,                         ,                         ,                         ,CA,,94403,,Saint Ignatius College Preparator                           ,"San Francisco, CA 94116-1165                 "
2019,M,BA,EALLC,,,,,Independent,                         ,                         ,                         ,KY,,40475,,Model Laboratory School                                     ,"Richmond, KY 40475                           "
2019,F,BA,ENVS,,,,,Pi Beta Phi,                         ,                         ,                         ,TX,,77584,,Glenda Dawson High School                                   ,"Pearland, TX 77581-8978                      "
2019,M,BAC,POLI,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,IN,,46260,,Glenwood Senior High School                                 ,"Chatham, IL 62629-8083                       "
2019,F,BSC,BSADM,,THTR,,,Chi Omega,                         ,                         ,                         ,VA,FAIRFAX COUNTY,20151,,Iowa City West High School                                  ,"Iowa City, IA 52246-3606                     "
2019,M,BS,MATH,ECON,,,,Phi Kappa Psi,                         ,                         ,                         ,SC,,29666,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2019,M,BS,MATH,ECON,,,,Independent,                         ,                         ,                         ,,,,VIETNAM,                                                            ,                                             
2019,M,BA,HISAM,,EDUC,,,Independent,                         ,                         ,                         ,MA,,1473,,Oakmont Regional High School                                ,"Ashburnham, MA 01430-1670                    "
2019,M,BAC,ECON,,MATH,,,Chi Psi,                         ,                         ,                         ,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        "
2019,M,BSC,BSADM,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,OH,,43082,,Columbus Academy                                            ,"Gahanna, OH 43230-1724                       "
2019,F,BA,SOCA,,ARCH,WRIT,,Pi Beta Phi,                         ,                         ,                         ,IL,,61832,,                                                            ,                                             
2019,F,BS,BIOL,,,,JOHNSON,Chi Omega,                         ,                         ,                         ,WV,,25312,,Capital High School                                         ,"Charleston, WV 25311-1007                    "
2019,F,BA,JMCJ,POLA,,,,Pi Beta Phi,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22315,,Flint Hill School                                           ,"Oakton, VA 22124-2405                        "
2019,M,BA,HISAM,,,,,Independent,Vars Football            ,                         ,                         ,VA,SALEM CITY,24153,,Salem High School                                           ,"Salem, VA 24153-3202                         "
2019,F,BSC,BSADM,CSCI,,,,Alpha Delta Pi,                         ,                         ,                         ,NJ,,8515,,Northern Burlington County Region                           ,"Columbus, NJ 08022-2113                      "
2019,F,BS,BIOL,,GERM,,,Chi Omega,                         ,                         ,                         ,OH,,45069,,Saint Ursula Academy                                        ,"Cincinnati, OH 45206-2164                    "
2019,F,BA,HISEU,,ARTH,THTR,,Alpha Delta Pi,                         ,                         ,                         ,NJ,,7021,,Montclair Kimberley Academy                                 ,"Montclair, NJ 07042-2335                     "
2019,M,BAC,ECON,,,,,Kappa Alpha Order,Vars Lacrosse            ,                         ,                         ,NJ,,8540,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 "
2019,F,BS,NEURO,EALLJ,,,,Pi Beta Phi,                         ,                         ,                         ,GA,,30097,,Chattahoochee High School                                   ,"Alpharetta, GA 30022-6015                    "
2019,M,BAC,ECON,,LACS,,,Chi Psi,                         ,                         ,                         ,,,,MEXICO,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2019,F,BA,JMCB,,,,,Alpha Delta Pi,Vars Volleyball          ,                         ,                         ,NC,,28409,,John T Hoggard High School                                  ,"Wilmington, NC 28403-6160                    "
2019,M,BAC,POLI,,FILM,,,Independent,                         ,                         ,                         ,VA,LYNCHBURG CITY,24503,,Virginia Episcopal School                                   ,"Lynchburg, VA 24503-1146                     "
2019,M,BSC,BSADM,,,,,Independent,                         ,                         ,                         ,VA,FAIRFAX COUNTY,20194,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    "
2019,M,BA,JMCJ,POLI,,,,Pi Kappa Phi,                         ,                         ,                         ,TN,,37160,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       "
2019,F,BAC,POLI,,RULC,,,Chi Omega,                         ,                         ,                         ,TN,,37090,,Lebanon High School                                         ,"Lebanon, TN 37087-8321                       "
2019,M,BAC,ECON,POLI,,,,Kappa Sigma,                         ,                         ,                         ,NY,,10028,,Fordham Preparatory School                                  ,"Bronx, NY 10458-5149                         "
2019,M,BS,NEURO,SOCA,POV,,,Pi Kappa Alpha,                         ,                         ,                         ,NC,,28327,,Union Pines High School                                     ,"Cameron, NC 28326-7957                       "
2019,F,BA,THTR,,,,,Independent,                         ,                         ,                         ,MI,,48036,,International Academy Of Macomb                             ,"Clinton Twp, MI 48038-1790                   "
2019,F,BS,NEURO,,WRIT,,,Alpha Delta Pi,                         ,                         ,                         ,TX,,75205,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     "
2019,M,BS,BIOC,CLAS,,,,Independent,                         ,                         ,                         ,SC,,29072,,Sc Assoc Of Indp Home Schs                                  ,"Cayce, SC 29033                              "
2019,F,BAC,ECON,EALLC,,,,Chi Omega,                         ,                         ,                         ,TN,,37221,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2019,M,BA,HISEU,,CLAS,PHIL,,Independent,                         ,                         ,                         ,MS,,38680,,Southaven High School                                       ,"Southaven, MS 38671-3936                     "
2019,M,BAC,ECON,SPAN,,,,Kappa Sigma,                         ,                         ,                         ,NJ,,7924,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 "
2019,F,BS,ENGN,,ARTH,,,Delta Society,                         ,                         ,                         ,NY,,10708,,Bronxville High School                                      ,"Bronxville, NY 10708-4829                    "
2019,F,BA,ARTH,GERM,,,JOHNSON,Kappa Alpha Theta,                         ,                         ,                         ,TX,,75234,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        "
2019,F,BSC,BSADM,,ARTH,,,Chi Omega,                         ,                         ,                         ,MD,,21210,,Garrison Forest School                                      ,"Owings Mills, MD 21117-4007                  "
2019,M,BSC,BSADM,,,,,Independent,Vars Soccer              ,                         ,                         ,TN,,38401,,Columbia Central High School                                ,"Columbia, TN 38401-4605                      "
2019,M,BAC,ECON,HISAM,,,,Phi Kappa Psi,Vars Baseball            ,                         ,                         ,PA,,19067,,Holy Ghost Preparatory School                               ,"Bensalem, PA 19020-5245                      "
2019,M,BSC,ACCB,ENGL,,,,Independent,Vars Track/Field In      ,Vars Track/Field Out     ,                         ,NJ,,8510,,Notre Dame High School                                      ,"Lawrenceville, NJ 08648-4207                 "
2019,M,BAC,ECON,,MATH,,,Pi Kappa Phi,Vars Baseball            ,                         ,                         ,IL,,60056,,Prospect High School                                        ,"Mt Prospect, IL 60056-1112                   "
2019,F,BS,CSCI,,,,JOHNSON,Independent,                         ,                         ,                         ,CA,,95959,,Nevada Union High School                                    ,"Grass Valley, CA 95945-5025                  "
2019,F,BA,THTR,JMCS,FILM,,,Pi Beta Phi,                         ,                         ,                         ,VA,SUFFOLK CITY,23436,,Nansemond-Suffolk Academy                                   ,"Suffolk, VA 23434-7206                       "
2019,M,BSC,BSADM,CSCI,,,,Lambda Chi Alpha,                         ,                         ,                         ,MA,,1950,,Saint Johns Preparatory School                              ,"Danvers, MA 01923-1545                       "
2019,F,BSC,BSADM,,LACS,,,Delta Society,                         ,                         ,                         ,MD,,21117,,Garrison Forest School                                      ,"Owings Mills, MD 21117-4007                  "
2019,M,BAC,ECON,HISEU,,,,Kappa Sigma,                         ,                         ,                         ,NY,,14223,,Nichols School                                              ,"Buffalo, NY 14216-3602                       "
2019,F,BA,FREN,,EDUC,,,Independent,                         ,                         ,                         ,TN,,37814,,Morristown-Hamblen High School We                           ,"Morristown, TN 37813-5459                    "
2019,M,BS,BIOC,,MUS,,,Kappa Alpha Order,Vars Lacrosse            ,                         ,                         ,GA,,30067,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,M,BAC,ECON,POLI,,,,Independent,Vars Soccer              ,                         ,                         ,CA,,93619,,Floyd B Buchanan High School                                ,"Clovis, CA 93619-7600                        "
2019,M,BS,PSYC,,POV,,,Independent,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,NC,,27502,,Grace Christian School                                      ,"Raleigh, NC 27606-3324                       "
2019,M,BA,CSCI,GERM,,,,Phi Zeta Delta,                         ,                         ,                         ,CT,,6824,,Wilton High School                                          ,"Wilton, CT 06897-2006                        "
2019,F,BAC,POLG,JMCS,,,,Kappa Alpha Theta,Vars Lacrosse            ,                         ,                         ,NY,,10128,,Convent Of The Sacred Heart                                 ,"New York, NY 10128-0630                      "
2019,F,BSC,BSADM,,ARTD,,,Kappa Alpha Theta,                         ,                         ,                         ,HI,,96740,,Stratton Mountain School                                    ,"S Londonderry, VT 05155-9252                 "
2019,M,BAC,ECON,,CSCI,,JOHNSON,Phi Kappa Psi,                         ,                         ,                         ,OH,,43082,,Westerville North High School                               ,"Westerville, OH 43081-1000                   "
2019,F,BA,JMCS,,,,,Delta Society,                         ,                         ,                         ,NY,,10507,,Westminster School                                          ,"Simsbury, CT 06070-1812                      "
2019,F,BSC,BSADM,HISAM,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,77005,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2019,M,BA,HISAM,,,,,Chi Psi,                         ,                         ,                         ,NC,,28207,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2019,M,BAC,POLI,,LACS,,,Pi Kappa Phi,Vars Baseball            ,                         ,                         ,IL,,60091,,New Trier Township High School                              ,"Winnetka, IL 60093-4238                      "
2019,F,BAC,ECON,,FREN,,,Alpha Delta Pi,                         ,                         ,                         ,CA,,90275,,Cate School                                                 ,"Carpinteria, CA 93013-3105                   "
2019,M,BAC,POLI,GERM,,,,Pi Kappa Phi,                         ,                         ,                         ,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2019,M,BAC,ECON,,MUS,,,Sigma Chi,                         ,                         ,                         ,CT,,6854,,Brien McMahon High School                                   ,"Norwalk, CT 06854-4029                       "
2019,F,BAC,ECON,,,,,Delta Society,                         ,                         ,                         ,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           "
2019,F,BS,NEURO,,,,,Kappa Alpha Theta,Vars Soccer              ,                         ,                         ,PA,,19067,,Pennsbury High School: East Campu                           ,"Fairless Hls, PA 19030-3115                  "
2019,F,BS,MATH,,,,,Chi Omega,                         ,                         ,                         ,IN,,46307,,The Culver Academies                                        ,"Culver, IN 46511-1234                        "
2019,M,BS,CSCI,ECON,,,JOHNSON,Independent,                         ,                         ,                         ,AR,,72712,,Haas Hall Academy                                           ,"Fayetteville, AR 72703-3500                  "
2019,M,BS,NEURO,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,VA,VIRGINIA BEACH CITY,23451,,Princess Anne High School                                   ,"Virginia Bch, VA 23462-3107                  "
2019,M,BA,PHIL,ECON,,,,Independent,                         ,                         ,                         ,TX,,77382,,John Cooper School the                                      ,"The Woodlands, TX 77381-4427                 "
2019,M,BSC,ACCB,,,,,Chi Psi,Vars Baseball            ,                         ,                         ,FL,,32210,,Episcopal School Of Jacksonville                            ,"Jacksonville, FL 32207-2121                  "
2019,F,BS,BIOL,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,M,BSC,ACCB,,ENVS,,,Independent,                         ,                         ,                         ,VA,LOUDOUN,20147,,Broad Run High School                                       ,"Ashburn, VA 20147-4710                       "
2019,M,BA,PHIL,,POV,GERM,,Lambda Chi Alpha,                         ,                         ,                         ,VA,VIRGINIA BEACH CITY,23452,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2019,F,BAC,POLA,MATH,,,,Pi Beta Phi,                         ,                         ,                         ,MD,,20736,,Northern High School                                        ,"Owings, MD 20736-9665                        "
2019,M,BA,GEOL,SOCA,,,,Pi Kappa Phi,                         ,                         ,                         ,NJ,,7746,,Colts Neck High School                                      ,"Colts Neck, NJ 07722-1781                    "
2019,M,BA,HISAM,,AFCA,,,Sigma Chi,                         ,                         ,                         ,NY,,10065,,Riverdale Country School                                    ,"Bronx, NY 10471-2935                         "
2019,M,BSC,BSADM,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,TN,,37069,,Ensworth High School                                        ,"Nashville, TN 37221-3601                     "
2019,M,BA,HISAM,,PHIL,,,Sigma Chi,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22015,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    "
2019,F,BA,JMCS,,ART2,,,Alpha Delta Pi,                         ,                         ,                         ,FL,,33455,,South Fork High School                                      ,"Stuart, FL 34997-2799                        "
2019,F,BS,PHYS,POLI,,,JOHNSON,Independent,                         ,                         ,                         ,MO,,63017,,Saint Joseph Academy                                        ,"Saint Louis, MO 63131-3505                   "
2019,M,BA,HISEU,,GERM,,,Independent,                         ,                         ,                         ,OH,,45242,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    "
2019,M,BA,HISEU,,,,,Phi Gamma Delta,                         ,                         ,                         ,TX,,78659,,Bastrop High School                                         ,"Bastrop, TX 78602-2616                       "
2019,F,BAC,ECON,EALLC,,,,Chi Omega,Vars Riding(Equestr)     ,                         ,                         ,NC,,28226,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2019,F,BS,BIOL,,,,,Chi Omega,                         ,                         ,                         ,MA,,2090,,Westwood High School                                        ,"Westwood, MA 02090-3608                      "
2019,M,BAC,POLG,,,,,Independent,                         ,                         ,                         ,OH,,45243,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    "
2019,M,BSC,BSADM,PSYC,,,,Pi Kappa Phi,Vars Football            ,                         ,                         ,GA,,30319,,Marist School                                               ,"Atlanta, GA 30319-5104                       "
2019,F,BS,PSYC,,POV,,,Independent,                         ,                         ,                         ,NC,,27613,,Millbrook High School                                       ,"Raleigh, NC 27615-7536                       "
