Class,Home State,HighSchool,zip,long,lat
2021,FL,Berkeley Preparatory School                                 ,33615,-82.580284,28.005103
2021,VA,Chatham Hall                                                ,24531,-79.453781,36.842621
2021,FL,Maclay School                                               ,32312,-84.229562,30.605283
2021,NY,Wantagh High School                                         ,11793,-73.514726,40.651288
2021,SC,Waccamaw High School                                        ,29585,-79.135803,33.520097
2021,GA,Holy Innocents Episcopal Sch                                ,30327,-84.4173,33.869694
2021,AL,John T Morgan Academy                                       ,36702,,
2021,GA,Pace Academy                                                ,30327,-84.4173,33.869694
2021,GA,Wesleyan School                                             ,30092,-84.231986,33.972386
2021,KY,Henry Clay High School                                      ,40502,-84.483191,38.010953
2021,MD,Saint Pauls School for Boys                                 ,21022,,
2021,OH,Indian Hill High School                                     ,45243,-84.336021,39.188557
2021,VA,Hampton Roads Academy                                       ,23602,-76.517947,37.113416
2021,TX,Winston Churchill High School                               ,78216,-98.487882,29.537264
2021,KY,Scott County Senior High Sch                                ,40324,-84.550241,38.24538
2021,,Rato Bangala School                                         ,,,
2021,MD,Annapolis Area Christian Sch                                ,21144,-76.677313,39.120914
2021,AE,Wiesbaden High School                                       ,9096,,
2021,TX,Saint Marks School Of Texas                                 ,75230,-96.793393,32.902679
2021,PA,Westtown School                                             ,19382,-75.613166,39.927665
2021,TN,Independence High School                                    ,37067,-86.780262,35.91229
2021,CT,Daniel Hand High School                                     ,6443,-72.624521,41.344481
2021,TX,Texas Military Institute                                    ,78257,-98.583454,29.660485
2021,SC,Travelers Rest High School                                  ,29690,-82.417198,35.059806
2021,TN,Memphis University School                                   ,38119,-89.845385,35.079511
2021,VA,Walter Johnson High School                                  ,20814,-77.10149,39.004989
2021,LA,Neville High School                                         ,71201,-92.105911,32.532929
2021,VA,Jamestown High School                                       ,23185,-76.718509,37.228498
2021,TX,Katy High School                                            ,77494,-95.829652,29.740677
2021,NC,Cary Christian School                                       ,27513,-78.802719,35.802102
2021,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2021,VA,Paul Vi Catholic High School                                ,22030,-77.340466,38.837138
2021,TX,Boerne Samuel V Champion Hs                                 ,78006,-98.703353,29.85855
2021,CT,Miss Porter's School                                        ,6032,-72.857096,41.731051
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,VA,                                                            ,,,
2021,SC,Carolina Forest High School                                 ,29579,-78.916375,33.753481
2021,GA,Pace Academy                                                ,30327,-84.4173,33.869694
2021,OH,Jackson High School                                         ,44646,-81.497182,40.814381
2021,GA,Brookwood School                                            ,31792,-84.043704,30.770798
2021,VA,Lansing High School                                         ,14882,-76.553706,42.579578
2021,NC,Myers Park High School                                      ,28209,-80.853985,35.178714
2021,GA,Baylor School                                               ,37405,-85.407828,35.120403
2021,PA,Cumberland Valley High School                               ,17050,-77.02737,40.24799
2021,NY,South Jefferson Central School                              ,13605,-76.050358,43.80741
2021,OH,Upper Arlington High School                                 ,43221,-83.076127,40.023112
2021,TN,Christian Brothers High School                              ,38120,-89.852645,35.123633
2021,VA,Hidden Valley High School                                   ,24018,-80.041739,37.213055
2021,NJ,Hunterdon Central Regional H S                              ,8822,-74.865254,40.525105
2021,PA,Unionville High School                                      ,19348,-75.712913,39.87028
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,FL,Episcopal High School                                       ,22302,-77.083132,38.827888
2021,MD,Notre Dame Preparatory School                               ,21286,-76.573235,39.411836
2021,NY,Fieldston School                                            ,10471,-73.903328,40.898868
2021,DE,Salesianum School                                           ,19802,-75.529079,39.756608
2021,WV,James Monroe High School                                    ,24951,-80.643612,37.484254
2021,PA,Stroudsburg High School                                     ,18360,-75.287972,40.967382
2021,PA,Shady Side Academy                                          ,15238,-79.879443,40.537201
2021,TX,Katy High School                                            ,77494,-95.829652,29.740677
2021,TN,Battle Ground Academy                                       ,37065,,
2021,NC,Ardrey Kell High School                                     ,28277,-80.817552,35.052875
2021,,Oneal School                                                ,28388,,
2021,DC,Georgetown Visitation Prep Sch                              ,20007,-77.079339,38.914363
2021,TN,McCallie School                                             ,37404,-85.273662,35.027912
2021,NC,Charlotte Country Day School                                ,28226,-80.822129,35.102697
2021,FL,Flagler Palm Coast High School                              ,32110,-81.339209,29.428804
2021,WV,Jefferson High School                                       ,25442,-77.832595,39.370198
2021,MI,Wylie E Groves High School                                  ,48025,-83.264824,42.520357
2021,,                                                            ,,,
2021,,Missouri Academy (MASMC)                                    ,64468,-94.881028,40.343552
2021,NJ,Princeton High School                                       ,8540,-74.655321,40.36301
2021,PA,Tower Hill School                                           ,19806,-75.564142,39.763305
2020,MD,Worcester Preparatory School                                ,21811,-75.216741,38.318877
2020,AL,Randolph School                                             ,35802,-86.558882,34.668212
2020,VA,Trinity Episcopal School                                    ,23235,-77.564758,37.51457
2020,NY,The Ursuline School                                         ,10804,-73.788051,40.946841
2020,NY,Manhasset High School                                       ,11030,-73.688549,40.793409
2020,FL,Oak Hall School                                             ,32607,-82.419109,29.647414
2020,VA,Episcopal High School                                       ,22302,-77.083132,38.827888
2020,CA,Monte Vista High School                                     ,94526,-121.990552,37.814613
2020,TX,Lawrenceville School                                        ,8648,-74.717976,40.284308
2020,MN,Blake School-northrup Campus                                ,55403,-93.284044,44.97057
2020,NC,Lake Norman Charter School                                  ,28078,-80.86402,35.405286
2020,MO,Mary Institute And Saint Louis Co                           ,63124,-90.380268,38.638103
2020,MN,Blake School-northrup Campus                                ,55403,-93.284044,44.97057
2020,NC,Myers Park High School                                      ,28209,-80.853985,35.178714
2020,GA,Decatur High School                                         ,30030,-84.29027,33.771947
2020,VA,Parry McCluer High School                                   ,24416,-79.360864,37.722497
2020,LA,Saint Frederick High School                                 ,71201,-92.105911,32.532929
2020,VA,Salem High School                                           ,24153,-80.114325,37.302506
2020,TX,Ursuline Academy of Dallas                                  ,75229,-96.864339,32.893295
2020,MD,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2020,AL,The Altamont School                                         ,35222,-86.770115,33.523712
2020,VA,J J Kelly High School                                       ,24293,-82.550814,37.004345
2020,CO,Ralston Valley High School                                  ,80005,-105.131418,39.85165
2020,TX,The Hockaday School                                         ,75229,-96.864339,32.893295
2020,TX,Hillcrest High School                                       ,75230,-96.793393,32.902679
2020,CO,Deerfield Academy                                           ,1342,-72.609458,42.543889
2020,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2020,VA,Frank W Cox High School                                     ,23454,-76.030835,36.818062
2020,MA,Concord-Carlisle Regional H S                               ,1742,-71.364496,42.462911
2020,TX,Michael E Debakey HS Of The Healt                           ,77021,-95.3569,29.69843
2020,NJ,Robbinsville High School                                    ,8691,-74.592097,40.208731
2020,NC,Early College At Guilford                                   ,27410,-79.894239,36.117523
2020,VA,George Washington High School                               ,24541,-79.5151,36.588822
2020,TX,Episcopal School Of Dallas                                  ,75229,-96.864339,32.893295
2020,NJ,West Morris Mendham High Sch                                ,7945,-74.599501,40.781948
2020,MD,John Carroll School                                         ,21014,-76.352184,39.536084
2020,TX,Ronald Reagan High School                                   ,78258,-98.497426,29.634097
2020,NH,Northfield Mount Hermon School                              ,1354,-72.508643,42.624076
2020,PA,Kennard-Dale High School                                    ,17321,-76.444345,39.749675
2020,GA,Wesleyan School                                             ,30092,-84.231986,33.972386
2020,VA,Hidden Valley High School                                   ,24018,-80.041739,37.213055
2020,LA,Saint Frederick High School                                 ,71201,-92.105911,32.532929
2020,MD,Boys' Latin School Of Maryland                              ,21210,-76.632685,39.359156
2020,NC,Northern Guilford High School                               ,27455,-79.817677,36.187509
2020,NY,Syosset High School                                         ,11791,-73.505922,40.828288
2020,NC,Charlotte Catholic High School                              ,28226,-80.822129,35.102697
2020,MD,Loyola Blakefield High School                               ,21030,-76.674443,39.492412
2020,LA,Academy Of The Sacred Heart                                 ,70115,-90.102484,29.92393
2020,AR,Catholic High School                                        ,72205,-92.351206,34.750326
2020,MA,Notre Dame Academy                                          ,2043,-70.88127,42.216098
2020,GA,Lithia Springs High Sch                                     ,30122,-84.641356,33.766909
2020,TX,Woodrow Wilson High School                                  ,75214,-96.745968,32.828494
2020,VA,Gretna High School                                          ,24557,-79.306424,36.969859
2020,GA,The Westminster Schools                                     ,30327,-84.4173,33.869694
2020,NC,Ashe County High School                                     ,28694,-81.468016,36.366337
2020,PA,Shady Side Academy                                          ,15238,-79.879443,40.537201
2020,VA,Loudoun County High School                                  ,20175,-77.603993,39.064437
2020,DE,Salesianum School                                           ,19802,-75.529079,39.756608
2020,CA,San Marino High School                                      ,91108,-118.112911,34.122671
2020,IL,Dowling Catholic High School                                ,50265,-93.744782,41.553084
2020,TN,                                                            ,,,
2020,SC,Wando High School                                           ,29466,-79.792013,32.877758
2020,MN,Lakeville South High School                                 ,55044,-93.276428,44.64214
2020,CA,Bishops School                                              ,92037,-117.250058,32.856347
2020,TN,Franklin Road Academy                                       ,37220,-86.793127,36.068447
2020,NJ,Mountain Lakes High School                                  ,7046,-74.440329,40.889726
2020,IL,Aurora West High School                                     ,60506,-88.363853,41.765703
2020,MD,South River High School                                     ,21037,-76.543492,38.919253
2020,TN,Baylor School                                               ,37405,-85.407828,35.120403
2020,NC,Walter Hines Page High School                               ,27405,-79.73703,36.114921
2020,TX,Saint John's School                                         ,77019,-95.409498,29.75415
2020,GA,Henry W Grady High School                                   ,30309,-84.385805,33.799884
2020,,Loyola Jesuit College                                       ,,,
2020,WV,Saint Joseph Central High Sch                               ,25701,-82.40525,38.365689
2020,NY,Westminster School                                          ,6070,-72.809376,41.875857
2020,MS,Brookhaven High School                                      ,39601,-90.471262,31.56308
2020,DC,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2020,IL,Lake Forest High School                                     ,60045,-87.864777,42.235997
2020,AZ,La Joya Community High School                               ,85232,,
2020,VA,Albemarle High School                                       ,22901,-78.552744,38.087705
2020,NJ,Seton Hall Preparatory School                               ,7052,-74.265059,40.785753
2020,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2020,MD,South Carroll High School                                   ,21784,-76.973736,39.401084
2020,NC,Ravenscroft School                                          ,27615,-78.635485,35.8985
2020,PA,Radnor High School                                          ,19087,-75.402461,40.061872
2020,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2020,MA,IMG Academy                                                 ,34210,-82.620816,27.439524
2020,VA,Rockbridge County High School                               ,24450,-79.526578,37.778993
2020,GA,Marist School                                               ,30319,-84.334763,33.875954
2020,GA,Athens Academy                                              ,30604,,
2020,NC,Covenant Day School                                         ,28105,-80.713926,35.115566
2020,VA,Brookville High School                                      ,24502,-79.221579,37.360401
2020,CT,Rye High School                                             ,10580,-73.693202,40.979049
2020,NC,Gaston Day School                                           ,28056,-81.125003,35.216936
2020,TN,Memphis University School                                   ,38119,-89.845385,35.079511
2020,TX,Strake Jesuit College Preparatory                           ,77036,-95.534537,29.701847
2020,GA,Norcross High School                                        ,30092,-84.231986,33.972386
2020,VA,Frank W Cox High School                                     ,23454,-76.030835,36.818062
2020,NC,South Kent School                                           ,6785,-73.464788,41.695048
2020,VA,Princess Anne High School                                   ,23462,-76.150514,36.837313
2020,NY,Our Lady of Mercy Academy                                   ,11791,-73.505922,40.828288
2020,AL,Daphne High School                                          ,36526,-87.859918,30.611152
2020,MD,Severn School                                               ,21146,-76.558699,39.079136
2020,PA,Ursuline Academy                                            ,19806,-75.564142,39.763305
2020,VA,Heights School                                              ,20854,-77.22083,39.032772
2020,TX,Fort Worth Country Day School                               ,76109,-97.386965,32.70065
2020,PA,Haverford High School                                       ,19083,-75.312066,39.977025
2020,CT,Oxford High School                                          ,6478,-73.147999,41.444001
2020,MA,Arlington Catholic High School                              ,2174,,
2020,CA,Floyd B Buchanan High School                                ,93619,-119.593481,36.917573
2020,CO,Valor Christian High School                                 ,80126,-104.958557,39.540572
2020,MT,Sweet Grass County High School                              ,59011,-109.948625,45.924721
2020,VA,Appomattox County High School                               ,24522,-78.778773,37.376791
2020,VA,Park View Senior High School                                ,23970,-78.190761,36.750501
2020,TX,Episcopal School Of Dallas                                  ,75229,-96.864339,32.893295
2020,LA,Loyola College Preparatory Sch                              ,71101,-93.747221,32.506371
2020,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2020,,Blair Academy                                               ,7825,-74.975723,40.971247
2020,NY,Northport High School                                       ,11768,-73.339309,40.923631
2020,CA,La Costa Canyon High School                                 ,92009,-117.243882,33.09547
2020,VA,Hidden Valley High School                                   ,24018,-80.041739,37.213055
2020,KY,Sacred Heart Academy                                        ,40206,-85.704721,38.260083
2020,MS,Mississippi School Math Sci                                 ,39701,-88.504719,33.393933
2020,TX,                                                            ,,,
2020,FL,Freedom High School                                         ,33647,-82.354093,28.126958
2020,VA,Goochland High School                                       ,23063,-78.00613,37.712553
2020,WI,Shorewood High School                                       ,53211,-87.881444,43.082414
2020,FL,Stanton College Prep School                                 ,32209,-81.696254,30.361015
2020,PA,Germantown Academy                                          ,19034,-75.204847,40.134266
2020,NC,Charlotte Catholic High School                              ,28226,-80.822129,35.102697
2020,NC,Charlotte Country Day School                                ,28226,-80.822129,35.102697
2020,AZ,Chandler Preparatory Academy                                ,85224,-111.878461,33.323672
2020,OH,Upper Arlington High School                                 ,43221,-83.076127,40.023112
2020,CA,Deerfield Academy                                           ,1342,-72.609458,42.543889
2020,IL,Saint Charles North Hs                                      ,60175,-88.388701,41.948188
2020,TX,Ursuline Academy of Dallas                                  ,75229,-96.864339,32.893295
2020,SC,St Paul's School                                            ,3301,-71.555988,43.238549
2020,TX,Saint Marys Hall                                            ,78217,-98.415198,29.538074
2020,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2020,TX,Carroll Senior High School                                  ,76092,-97.148437,32.959875
2020,CA,Los Gatos High School                                       ,95030,-121.983272,37.222759
2020,VA,Landon School                                               ,20817,-77.151816,38.997272
2020,TX,Cicero-No Syracuse High School                              ,13039,-76.056249,43.172142
2020,CT,Wilton High School                                          ,6897,-73.440974,41.211277
2020,NC,Saint Marys School                                          ,27603,-78.652751,35.664418
2020,CO,Aspen High School                                           ,81611,-106.66856,39.158172
2020,TX,Duchesne Academy Of The Sacred He                           ,77024,-95.514203,29.772179
2020,WV,University High School                                      ,26508,-79.895396,39.602633
2020,TX,Highland Park High School                                   ,75205,-96.795514,32.835893
2020,VA,E C Glass High School                                       ,24501,-79.141286,37.359733
2020,GA,Saint Bernard Preparatory Sch                               ,35055,-86.758808,34.151121
2020,NC,                                                            ,,,
2020,NY,Deerfield Academy                                           ,1342,-72.609458,42.543889
2020,FL,Oak Hall School                                             ,32607,-82.419109,29.647414
2020,AE,Massaponax High School                                      ,22407,-77.575684,38.283474
2020,TX,Highland Park High School                                   ,75205,-96.795514,32.835893
2020,LA,Isidore Newman School                                       ,70115,-90.102484,29.92393
2020,NC,Calvary Baptist Day School                                  ,27104,-80.323532,36.093687
2020,VA,Maggie L Walker Governor's Sch Go                           ,23220,-77.460606,37.549349
2020,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2020,MA,Belmont Hill School                                         ,2478,-71.180284,42.395317
2020,PA,Delaware County Christian Sch                               ,19073,-75.429241,39.983259
2020,TX,Duchesne Academy Of The Sacred He                           ,77024,-95.514203,29.772179
2020,AL,Murphy High School                                          ,36606,-88.105874,30.668786
2020,NC,Cape Henry Collegiate School                                ,23454,-76.030835,36.818062
2020,WV,George Washington High School                               ,25314,-81.640254,38.308083
2020,FL,Community School of Naples                                  ,34109,-81.763823,26.240842
2020,KY,Louisville Collegiate School                                ,40204,-85.721591,38.239913
2020,PA,Conestoga High School                                       ,19312,-75.454948,40.031291
2020,GA,Oconee County High School                                   ,30677,-83.373342,33.783202
2020,CT,Darien High School                                          ,6820,-73.48008,41.076202
2020,CT,St Luke's School                                            ,6840,-73.500124,41.160393
2020,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2020,NJ,Barnegat High School                                        ,8005,-74.312588,39.767727
2020,TX,Saint Marks School Of Texas                                 ,75230,-96.793393,32.902679
2020,FL,H B Plant High School                                       ,33629,-82.509043,27.921536
2020,VA,Saint Stephen's And Saint Agnes S                           ,22304,-77.112139,38.813169
2020,NY,Pelham Memorial High School                                 ,10803,-73.807138,40.900458
2020,GA,The Westminster Schools                                     ,30327,-84.4173,33.869694
2020,GA,West Morris Mendham High Sch                                ,7945,-74.599501,40.781948
2020,VA,Jefferson Forest High School                                ,24551,-79.324598,37.356256
2020,VA,Albemarle High School                                       ,22901,-78.552744,38.087705
2020,SC,The Culver Academies                                        ,46511,-86.426977,41.21942
2020,VA,Western Albemarle High School                               ,22932,-78.696458,38.147507
2020,TX,Eagle Pass High School                                      ,78852,-100.316678,28.729787
2020,PA,Upper Dublin High School                                    ,19034,-75.204847,40.134266
2020,NJ,Bernards High School                                        ,7924,-74.59258,40.730394
2020,NC,Saint Marys School                                          ,27603,-78.652751,35.664418
2020,MO,Visitation Academy                                          ,63131,-90.444197,38.617391
2020,MO,Benton High School                                          ,64504,-94.905924,39.691247
2020,WA,Blaine High School                                          ,98230,-122.705013,48.953455
2020,NC,Charlotte Latin School                                      ,28277,-80.817552,35.052875
2020,OH,St Edward High School                                       ,44107,-81.801716,41.483041
2020,VA,Saint Christophers School                                   ,23226,-77.523347,37.579912
2020,LA,Metairie Park Country Day Sch                               ,70005,-90.134065,29.999416
2020,AL,The Altamont School                                         ,35222,-86.770115,33.523712
2020,PA,Downingtown High School East Camp                           ,19341,-75.640626,40.039941
2020,VA,Saint Catherines School                                     ,23226,-77.523347,37.579912
2020,TX,Kinkaid School                                              ,77024,-95.514203,29.772179
2020,NC,Charlotte Country Day School                                ,28226,-80.822129,35.102697
2020,GA,The Westminster Schools                                     ,30327,-84.4173,33.869694
2020,AL,Randolph School                                             ,35802,-86.558882,34.668212
2020,VA,Thomas Jefferson Hs Sci/tec                                 ,22312,-77.154271,38.815789
2020,TX,Parish Episcopal School                                     ,75244,-96.836334,32.925367
2020,MD,Towson High School                                          ,21286,-76.573235,39.411836
2020,WI,Prentice High School                                        ,54556,-90.297332,45.535094
2020,MA,                                                            ,,,
2020,VA,Goochland High School                                       ,23063,-78.00613,37.712553
2020,CT,Fairfield Warde High School                                 ,6825,-73.243254,41.196583
2020,AL,Hoover High School                                          ,35244,-86.825333,33.352918
2020,WV,Huntington High School                                      ,25701,-82.40525,38.365689
2020,GA,North Hall High School                                      ,30506,-83.895595,34.346947
2020,AZ,Gilbert High School                                         ,85296,-111.749802,33.332328
2020,NC,Charlotte Latin School                                      ,28277,-80.817552,35.052875
2020,IN,Portage High School                                         ,46368,-87.180707,41.59082
2020,NJ,Toms River High School North                                ,8753,-74.160429,39.979031
2020,NJ,Pope John Xxiii Regl High Sch                               ,7871,-74.627906,41.052283
2020,TX,Saint Marys Hall                                            ,78217,-98.415198,29.538074
2020,PA,General McLane High School                                  ,16412,-80.170371,41.88493
2020,TX,Saint John's School                                         ,77019,-95.409498,29.75415
2020,PA,Palmyra Area High School                                    ,17078,-76.58108,40.287452
2020,CA,Deerfield Academy                                           ,1342,-72.609458,42.543889
2020,,                                                            ,,,
2020,VA,James W Robinson Junior Secondary                           ,22032,-77.290301,38.819046
2020,VA,York High School                                            ,23692,-76.463582,37.192438
2020,,Notre Dame High School                                      ,37404,-85.273662,35.027912
2020,SC,Spartanburg High School                                     ,29307,-81.831555,34.982716
2020,PA,Neuqua Valley High School                                   ,60564,-88.195394,41.706073
2020,VA,Choate Rosemary Hall                                        ,6492,-72.804516,41.458657
2020,VA,Field School                                                ,20007,-77.079339,38.914363
2020,VA,Patriot High School                                         ,20181,-77.56961,38.689126
2020,SC,Eastside High School                                        ,29687,-82.327451,34.986636
2020,WI,Homestead High School                                       ,53092,-87.951218,43.214964
2020,KY,Lexington Catholic High School                              ,40503,-84.533469,38.005828
2020,MD,Tappan Zee High School                                      ,10962,-73.958585,41.050066
2020,TX,The Hockaday School                                         ,75229,-96.864339,32.893295
2020,GA,Saint Marys School                                          ,27603,-78.652751,35.664418
2020,NJ,                                                            ,,,
2020,TX,                                                            ,,,
2020,GA,Lovett School                                               ,30327,-84.4173,33.869694
2020,CA,Lick Wilmerding High School                                 ,94112,-122.44295,37.720375
2020,GA,Baylor School                                               ,37405,-85.407828,35.120403
2020,TX,Bellaire High School                                        ,77401,-95.460905,29.704019
2020,NC,Apex High School                                            ,27502,-78.920992,35.71525
2020,OH,Bexley High School                                          ,43209,-82.930721,39.953616
2020,MD,Easton High School                                          ,21601,-76.081602,38.79365
2020,NJ,Southern Regional High School                               ,8050,-74.231,39.71275
2020,VA,Deep Run High School                                        ,23059,-77.574005,37.702234
2020,TX,Saint John's School                                         ,77019,-95.409498,29.75415
2020,,                                                            ,,,
2020,VA,Christiansburg High School                                  ,24073,-80.424783,37.132347
2020,TN,Harpeth Hall School                                         ,37215,-86.834691,36.081868
2020,FL,Pensacola High School                                       ,32501,-87.222515,30.428781
2020,,Eastern Mennonite High School                               ,22802,-78.863123,38.494378
2020,MD,Loyola Blakefield High School                               ,21030,-76.674443,39.492412
2020,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2020,MA,Concord-Carlisle Regional H S                               ,1742,-71.364496,42.462911
2020,FL,Monsignor Edward Pace High Sch                              ,33054,-80.265122,25.908575
2020,VA,Suitland High School                                        ,20747,-76.883307,38.854996
2020,WV,Charleston Catholic High Sch                                ,25301,-81.630359,38.350719
2020,CA,La Canada High School                                       ,91011,-118.205306,34.222119
2020,MA,The Rivers School                                           ,2493,-71.303433,42.360502
2020,PA,Harrisburg Academy                                          ,17043,-76.900134,40.247611
2020,TN,Saint Marys Episcopal School                                ,38117,-89.905344,35.11518
2020,GA,Oconee County High School                                   ,30677,-83.373342,33.783202
2020,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2020,NC,Weddington High School                                      ,28104,-80.692836,35.060568
2020,CA,Rancho Bernardo High School                                 ,92128,-117.071808,32.999818
2020,NC,North Carolina School Sci/math                              ,27705,-78.975659,36.022136
2020,VA,Cave Spring High School                                     ,24018,-80.041739,37.213055
2020,FL,H B Plant High School                                       ,33629,-82.509043,27.921536
2020,VA,Chancellor High School                                      ,22407,-77.575684,38.283474
2020,VA,Nansemond-Suffolk Academy                                   ,23434,-76.592105,36.703003
2020,KS,Blue Valley Northwest High Sch                              ,66213,-94.708219,38.898859
2020,MS,Jackson Academy                                             ,39211,-90.122605,32.372134
2020,OH,Summit Country Day School                                   ,45208,-84.43443,39.134746
2020,NC,Christ School                                               ,28704,-82.580359,35.457584
2020,NJ,Randolph High School                                        ,7869,-74.57833,40.841691
2020,TX,Ursuline Academy of Dallas                                  ,75229,-96.864339,32.893295
2020,GA,Banks County High School                                    ,30547,-83.455885,34.361833
2020,VA,George Mason High School                                    ,22043,-77.19588,38.900858
2020,GA,The Westminster Schools                                     ,30327,-84.4173,33.869694
2020,TN,McCallie School                                             ,37404,-85.273662,35.027912
2020,MD,Saint Andrews Episcopal School                              ,20854,-77.22083,39.032772
2020,NC,Needham B Broughton High Sch                                ,27605,-78.654594,35.790609
2020,SC,Greenville Senior High School                               ,29601,-82.402264,34.847112
2020,VA,Patriot High School                                         ,20181,-77.56961,38.689126
2020,VA,Western Albemarle High School                               ,22932,-78.696458,38.147507
2020,VA,Rockbridge County High School                               ,24450,-79.526578,37.778993
2020,VA,Salem High School                                           ,24153,-80.114325,37.302506
2020,VA,Episcopal High School                                       ,22302,-77.083132,38.827888
2020,GA,Habersham Central Hs                                        ,30563,-83.454897,34.567865
2020,NC,Woodberry Forest School                                     ,22989,-78.131074,38.288665
2020,NJ,Veritas Preparatory Academy                                 ,85016,-112.019166,33.511517
2020,NJ,Millbrook School                                            ,12545,-73.669402,41.782904
2020,VA,Douglas S Freeman High School                               ,23229,-77.574165,37.586772
2020,TX,Saint Marks School Of Texas                                 ,75230,-96.793393,32.902679
2020,TX,Dr Justin Wakeland Hs                                       ,75034,-96.855822,33.146638
2020,MS,Saint Andrews Episcopal School                              ,39157,-90.169852,32.425874
2020,TX,Saint John's School                                         ,77019,-95.409498,29.75415
2020,NC,William Amos Hough High School                              ,28031,-80.900358,35.472097
2020,OH,Canal Winchester High School                                ,43110,-82.800074,39.826682
2020,IN,Portage High School                                         ,46368,-87.180707,41.59082
2020,GA,Marist School                                               ,30319,-84.334763,33.875954
2020,GA,Darlington School                                           ,30161,-85.171371,34.242301
2020,MD,Landon School                                               ,20817,-77.151816,38.997272
2020,AL,Bob Jones High School                                       ,35758,-86.74651,34.711417
2020,CT,King Low Heywood Thomas                                     ,6905,-73.542669,41.088293
2020,MD,Gonzaga College High School                                 ,20001,-77.017739,38.910353
2020,NY,Manhasset High School                                       ,11030,-73.688549,40.793409
2020,CO,Kent Denver School                                          ,80113,-104.965111,39.644445
2020,NC,Charlotte Latin School                                      ,28277,-80.817552,35.052875
2020,OH,Cedarville High School                                      ,45314,-83.77625,39.75008
2020,TX,Arlington High School                                       ,76013,-97.155028,32.719328
2020,,Choate Rosemary Hall                                        ,6492,-72.804516,41.458657
2020,,                                                            ,,,
2020,WI,Cedarburg High School                                       ,53012,-88.034639,43.314732
2020,FL,Saint Andrews School                                        ,33434,-80.167138,26.382712
2020,MA,Dover-sherborn High School                                  ,2030,-71.291167,42.23416
2020,TX,Forney High School                                          ,75126,-96.4549,32.743178
2020,VA,Stone Ridge Sch Sacred Heart                                ,20814,-77.10149,39.004989
2020,,Rato Bangala School                                         ,,,
2020,NY,Cold Spring Harbor High School                              ,11724,-73.456381,40.864221
2020,NJ,Lawrenceville School                                        ,8648,-74.717976,40.284308
2020,FL,Stanton College Prep School                                 ,32209,-81.696254,30.361015
2020,MD,Sherwood High School                                        ,20860,-77.025412,39.142366
2020,TX,Episcopal High School                                       ,77401,-95.460905,29.704019
2020,FL,Berkeley Preparatory School                                 ,33615,-82.580284,28.005103
2020,VA,Norfolk Academy                                             ,23502,-76.204908,36.860941
2020,VA,Saint Christophers School                                   ,23226,-77.523347,37.579912
2020,MD,Thomas Sprigg Wootton High Sch                              ,20850,-77.182294,39.091338
2020,TX,Fort Worth Country Day School                               ,76109,-97.386965,32.70065
2020,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2020,LA,Metairie Park Country Day Sch                               ,70005,-90.134065,29.999416
2020,MO,Mary Institute And Saint Louis Co                           ,63124,-90.380268,38.638103
2020,TX,The Hockaday School                                         ,75229,-96.864339,32.893295
2020,FL,Columbia High School                                        ,32025,-82.579118,30.107103
2020,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2020,SC,Spartanburg Day School                                      ,29307,-81.831555,34.982716
2020,GA,Lovett School                                               ,30327,-84.4173,33.869694
2020,PA,Quaker Valley High School                                   ,15056,-80.216015,40.56389
2020,VA,Saint Christophers School                                   ,23226,-77.523347,37.579912
2020,VA,Dinwiddie County High School                                ,23841,-77.543937,37.048042
2020,PA,Chestnut Hill Academy                                       ,19118,-75.211217,40.073872
2020,VA,Henrico High School                                         ,23227,-77.438188,37.611292
2020,NY,Albany Academies                                            ,12208,-73.809978,42.653031
2020,TX,Trinity Valley School                                       ,76132,-97.416806,32.667539
2020,TX,Saint Marks School Of Texas                                 ,75230,-96.793393,32.902679
2020,CT,Joel Barlow High School                                     ,6896,-73.392584,41.305415
2020,TX,Houston Christian High School                               ,77043,-95.584639,29.81093
2020,VA,Grassfield High School                                      ,23323,-76.379928,36.696963
2020,PA,Jp Mccaskey High School East                                ,17602,-76.246351,40.014623
2020,NC,Charlotte Catholic High School                              ,28226,-80.822129,35.102697
2020,MA,The Rivers School                                           ,2493,-71.303433,42.360502
2020,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2020,VA,Charlottesville High School                                 ,22901,-78.552744,38.087705
2020,NC,Mooresville Senior High School                              ,28115,-80.772464,35.58591
2020,GA,Athens Academy                                              ,30604,,
